date,year,month,category,state,county,title,fema_number
10/26/2012,2012,10,Tropical Storm,VA,Hampton,HURRICANE SANDY,3359
10/29/2012,2012,10,Tropical Storm,WV,Taylor County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Taylor County,HURRICANE SANDY,4093
8/26/2012,2012,8,Tropical Storm,LA,St. Mary Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,St. Mary Parish,HURRICANE ISAAC,4080
10/29/2012,2012,10,Tropical Storm,WV,Nicholas County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Nicholas County,HURRICANE SANDY,4093
10/26/2012,2012,10,Tropical Storm,VA,Lancaster County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Lancaster County,HURRICANE SANDY,4092
10/26/2012,2012,10,Tropical Storm,MD,St. Mary's County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,St. Mary's County,HURRICANE SANDY,3349
10/26/2012,2012,10,Tropical Storm,PA,Carbon County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,VA,Mecklenburg County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Staunton,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Rockbridge County,HURRICANE SANDY,3359
8/27/2012,2012,8,Tropical Storm,FL,Palm Beach County,HURRICANE ISAAC,4084
8/26/2012,2012,8,Tropical Storm,LA,Beauregard Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,VA,Fauquier County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Fauquier County,HURRICANE SANDY,4092
10/27/2012,2012,10,Tropical Storm,NY,Chemung County,HURRICANE SANDY,3351
8/26/2012,2012,8,Tropical Storm,MS,Rankin County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Rankin County,TROPICAL STORM ISAAC,3348
8/26/2012,2012,8,Tropical Storm,AL,Dallas County,HURRICANE ISAAC,4082
10/27/2012,2012,10,Tropical Storm,NY,Wyoming County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,VA,Brunswick County,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,MS,Pike County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Pike County,TROPICAL STORM ISAAC,3348
10/26/2012,2012,10,Tropical Storm,MD,Harford County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Harford County,HURRICANE SANDY,3349
10/26/2012,2012,10,Tropical Storm,VA,Frederick County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Frederick County,HURRICANE SANDY,4092
10/26/2012,2012,10,Tropical Storm,PA,Indiana County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,NJ,Hunterdon County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Hunterdon County,HURRICANE SANDY,3354
8/26/2012,2012,8,Tropical Storm,LA,Franklin Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Franklin Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,MD,Garrett County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Garrett County,HURRICANE SANDY,3349
8/26/2012,2012,8,Tropical Storm,LA,East Feliciana Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,East Feliciana Parish,HURRICANE ISAAC,4080
8/26/2012,2012,8,Tropical Storm,LA,Cameron Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Cameron Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,VA,Bedford,HURRICANE SANDY,3359
10/27/2012,2012,10,Tropical Storm,NY,Seneca County,HURRICANE SANDY,3351
8/26/2012,2012,8,Tropical Storm,MS,Neshoba County,HURRICANE ISAAC,4081
8/27/2012,2012,8,Tropical Storm,FL,Santa Rosa County,HURRICANE ISAAC,4084
10/26/2012,2012,10,Tropical Storm,VA,Harrisonburg,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,MS,Adams County,HURRICANE ISAAC,4081
10/27/2012,2012,10,Tropical Storm,NY,Cattaraugus County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,VA,Bedford County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,NH,Grafton County,HURRICANE SANDY,3360
10/26/2012,2012,10,Tropical Storm,NH,Grafton County,HURRICANE SANDY,4095
10/26/2012,2012,10,Tropical Storm,PA,Juniata County,HURRICANE SANDY,3356
10/27/2012,2012,10,Tropical Storm,NY,Genesee County,HURRICANE SANDY,3351
8/26/2012,2012,8,Tropical Storm,MS,Leake County,HURRICANE ISAAC,4081
10/26/2012,2012,10,Tropical Storm,PA,Lackawanna County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,RI,Kent County,HURRICANE SANDY,4089
10/26/2012,2012,10,Tropical Storm,RI,Kent County,HURRICANE SANDY,3355
10/27/2012,2012,10,Tropical Storm,NY,Cortland County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,VA,Shenandoah County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Shenandoah County,HURRICANE SANDY,4092
10/26/2012,2012,10,Tropical Storm,VA,Augusta County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,NJ,Gloucester County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Gloucester County,HURRICANE SANDY,3354
10/26/2012,2012,10,Tropical Storm,VA,Prince William County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Prince William County,HURRICANE SANDY,4092
10/29/2012,2012,10,Tropical Storm,WV,Fayette County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Fayette County,HURRICANE SANDY,4093
10/26/2012,2012,10,Tropical Storm,VA,Rockingham County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,PA,Lehigh County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,NH,Cheshire County,HURRICANE SANDY,3360
10/26/2012,2012,10,Tropical Storm,PA,Sullivan County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,VA,Radford,HURRICANE SANDY,3359
10/29/2012,2012,10,Tropical Storm,WV,Jefferson County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Ritchie County,HURRICANE SANDY,3358
10/27/2012,2012,10,Tropical Storm,NY,Bronx County,HURRICANE SANDY,4085
10/27/2012,2012,10,Tropical Storm,NY,Bronx County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,PA,Montour County,HURRICANE SANDY,3356
8/26/2012,2012,8,Tropical Storm,MS,Hancock County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Hancock County,TROPICAL STORM ISAAC,3348
8/26/2012,2012,8,Tropical Storm,LA,St. James Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,St. James Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,VA,Appomattox County,HURRICANE SANDY,3359
10/27/2012,2012,10,Tropical Storm,NY,Schenectady County,HURRICANE SANDY,3351
8/26/2012,2012,8,Tropical Storm,LA,Plaquemines Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Plaquemines Parish,HURRICANE ISAAC,4080
10/29/2012,2012,10,Tropical Storm,WV,Raleigh County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Raleigh County,HURRICANE SANDY,4093
8/26/2012,2012,8,Tropical Storm,LA,Tangipahoa Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Tangipahoa Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,VA,Highland County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Highland County,HURRICANE SANDY,4092
10/26/2012,2012,10,Tropical Storm,VA,Buchanan County,HURRICANE SANDY,3359
10/27/2012,2012,10,Tropical Storm,NY,Lewis County,HURRICANE SANDY,3351
8/26/2012,2012,8,Tropical Storm,LA,Acadia Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Acadia Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,PA,Beaver County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,VA,Emporia,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,NJ,Cumberland County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Cumberland County,HURRICANE SANDY,3354
8/26/2012,2012,8,Tropical Storm,LA,Rapides Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Rapides Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,PA,Lawrence County,HURRICANE SANDY,3356
10/27/2012,2012,10,Tropical Storm,NY,Westchester County,HURRICANE SANDY,4085
10/27/2012,2012,10,Tropical Storm,NY,Westchester County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,NJ,Mercer County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Mercer County,HURRICANE SANDY,3354
10/26/2012,2012,10,Tropical Storm,PA,Bradford County,HURRICANE SANDY,3356
10/29/2012,2012,10,Tropical Storm,WV,Wood County,HURRICANE SANDY,3358
8/26/2012,2012,8,Tropical Storm,MS,Newton County,HURRICANE ISAAC,4081
10/27/2012,2012,10,Tropical Storm,MA,Middlesex County,HURRICANE SANDY,3350
10/26/2012,2012,10,Tropical Storm,VA,Danville,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,James City County,HURRICANE SANDY,3359
10/27/2012,2012,10,Tropical Storm,NY,Erie County,HURRICANE SANDY,3351
10/29/2012,2012,10,Tropical Storm,WV,Kanawha County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Kanawha County,HURRICANE SANDY,4093
10/26/2012,2012,10,Tropical Storm,MD,Anne Arundel County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Anne Arundel County,HURRICANE SANDY,3349
10/26/2012,2012,10,Tropical Storm,NH,Hillsborough County,HURRICANE SANDY,3360
10/26/2012,2012,10,Tropical Storm,PA,Elk County,HURRICANE SANDY,3356
10/29/2012,2012,10,Tropical Storm,WV,Jackson County,HURRICANE SANDY,3358
10/26/2012,2012,10,Tropical Storm,VA,Surry County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Surry County,HURRICANE SANDY,4092
10/27/2012,2012,10,Tropical Storm,MA,Bristol County,HURRICANE SANDY,4097
10/27/2012,2012,10,Tropical Storm,MA,Bristol County,HURRICANE SANDY,3350
10/26/2012,2012,10,Tropical Storm,PA,Chester County,HURRICANE SANDY,3356
10/29/2012,2012,10,Tropical Storm,WV,Hardy County,HURRICANE SANDY,3358
10/26/2012,2012,10,Tropical Storm,PA,Washington County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,NJ,Monmouth County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Monmouth County,HURRICANE SANDY,3354
8/26/2012,2012,8,Tropical Storm,MS,Amite County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Amite County,TROPICAL STORM ISAAC,3348
10/26/2012,2012,10,Tropical Storm,RI,Newport County,HURRICANE SANDY,4089
10/26/2012,2012,10,Tropical Storm,RI,Newport County,HURRICANE SANDY,3355
10/26/2012,2012,10,Tropical Storm,NJ,Salem County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Salem County,HURRICANE SANDY,3354
10/26/2012,2012,10,Tropical Storm,RI,Providence County,HURRICANE SANDY,3355
10/26/2012,2012,10,Tropical Storm,VA,Charles City County,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,MS,Attala County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Attala County,TROPICAL STORM ISAAC,3348
10/26/2012,2012,10,Tropical Storm,NH,Coos County,HURRICANE SANDY,3360
10/26/2012,2012,10,Tropical Storm,NH,Coos County,HURRICANE SANDY,4095
10/26/2012,2012,10,Tropical Storm,VA,Bristol,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,MD,Kent County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Kent County,HURRICANE SANDY,3349
8/26/2012,2012,8,Tropical Storm,MS,Pearl River County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Pearl River County,TROPICAL STORM ISAAC,3348
8/26/2012,2012,8,Tropical Storm,LA,Lincoln Parish,HURRICANE ISAAC,4080
10/29/2012,2012,10,Tropical Storm,WV,Brooke County,HURRICANE SANDY,3358
10/26/2012,2012,10,Tropical Storm,VA,Bath County,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,MS,Claiborne County,HURRICANE ISAAC,4081
10/26/2012,2012,10,Tropical Storm,PA,Mifflin County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,MD,Baltimore County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Baltimore County,HURRICANE SANDY,3349
10/27/2012,2012,10,Tropical Storm,NY,Schuyler County,HURRICANE SANDY,3351
10/27/2012,2012,10,Tropical Storm,NY,Richmond County,HURRICANE SANDY,4085
10/27/2012,2012,10,Tropical Storm,NY,Richmond County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,VA,Westmoreland County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Westmoreland County,HURRICANE SANDY,4092
10/26/2012,2012,10,Tropical Storm,VA,Gloucester County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,PA,Philadelphia County,HURRICANE SANDY,3356
8/26/2012,2012,8,Tropical Storm,LA,Avoyelles Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Avoyelles Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,PA,Northampton County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,NJ,Union County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Union County,HURRICANE SANDY,3354
10/26/2012,2012,10,Tropical Storm,PA,Union County,HURRICANE SANDY,3356
10/29/2012,2012,10,Tropical Storm,WV,Gilmer County,HURRICANE SANDY,3358
10/26/2012,2012,10,Tropical Storm,VA,Roanoke County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Warren County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Warren County,HURRICANE SANDY,4092
10/26/2012,2012,10,Tropical Storm,VA,Charlotte County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Botetourt County,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,LA,Caddo Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,PA,Cambria County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,PA,Fayette County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,VA,Wise County,HURRICANE SANDY,3359
10/27/2012,2012,10,Tropical Storm,NY,New York County,HURRICANE SANDY,4085
10/27/2012,2012,10,Tropical Storm,NY,New York County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,NJ,Morris County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Morris County,HURRICANE SANDY,3354
10/29/2012,2012,10,Tropical Storm,WV,Upshur County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Upshur County,HURRICANE SANDY,4093
8/26/2012,2012,8,Tropical Storm,LA,West Baton Rouge Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,West Baton Rouge Parish,HURRICANE ISAAC,4080
10/29/2012,2012,10,Tropical Storm,WV,Hancock County,HURRICANE SANDY,3358
10/27/2012,2012,10,Tropical Storm,NY,Livingston County,HURRICANE SANDY,3351
10/27/2012,2012,10,Tropical Storm,NY,Nassau County,HURRICANE SANDY,4085
10/27/2012,2012,10,Tropical Storm,NY,Nassau County,HURRICANE SANDY,3351
10/29/2012,2012,10,Tropical Storm,WV,Roane County,HURRICANE SANDY,3358
8/26/2012,2012,8,Tropical Storm,MS,Lawrence County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Lawrence County,TROPICAL STORM ISAAC,3348
10/26/2012,2012,10,Tropical Storm,MD,Calvert County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Calvert County,HURRICANE SANDY,3349
10/26/2012,2012,10,Tropical Storm,VA,Halifax County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,PA,Westmoreland County,HURRICANE SANDY,3356
10/29/2012,2012,10,Tropical Storm,WV,Preston County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Preston County,HURRICANE SANDY,4093
10/26/2012,2012,10,Tropical Storm,NJ,Burlington County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Burlington County,HURRICANE SANDY,3354
10/27/2012,2012,10,Tropical Storm,CT,Mashantucket Pequot Indian Reservation,HURRICANE SANDY,4087
10/26/2012,2012,10,Tropical Storm,NJ,Hudson County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Hudson County,HURRICANE SANDY,3354
10/27/2012,2012,10,Tropical Storm,NY,Tioga County,HURRICANE SANDY,3351
8/26/2012,2012,8,Tropical Storm,MS,Franklin County,HURRICANE ISAAC,4081
10/26/2012,2012,10,Tropical Storm,PA,Clearfield County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,NH,Belknap County,HURRICANE SANDY,3360
10/26/2012,2012,10,Tropical Storm,NH,Belknap County,HURRICANE SANDY,4095
12/15/2012,2012,12,Winter Storm,AZ,Navajo Nation Reservation Also NM and UT,SEVERE FREEZE,4104
12/25/2012,2012,12,Winter Storm,AR,Hot Spring County,SEVERE WINTER STORM,4100
12/25/2012,2012,12,Winter Storm,AR,Clark County,SEVERE WINTER STORM,4100
12/25/2012,2012,12,Winter Storm,AR,Lonoke County,SEVERE WINTER STORM,4100
12/25/2012,2012,12,Winter Storm,AR,Garland County,SEVERE WINTER STORM,4100
12/25/2012,2012,12,Winter Storm,AR,Pulaski County,SEVERE WINTER STORM,4100
12/25/2012,2012,12,Winter Storm,AR,Perry County,SEVERE WINTER STORM,4100
12/25/2012,2012,12,Winter Storm,AR,Grant County,SEVERE WINTER STORM,4100
12/25/2012,2012,12,Winter Storm,AR,Saline County,SEVERE WINTER STORM,4100
6/29/2012,2012,6,Severe Storm,OH,Columbiana County,SEVERE STORMS,3346
6/29/2012,2012,6,Severe Storm,WV,Monroe County,SEVERE STORMS,3345
6/29/2012,2012,6,Severe Storm,WV,Monroe County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4071
9/15/2012,2012,9,Severe Storm,AK,Alaska Gateway Regional Educational Attendance Area,"SEVERE STORM, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",4094
2/29/2012,2012,2,Severe Storm,KY,Johnson County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",4057
6/29/2012,2012,6,Severe Storm,OH,Union County,SEVERE STORMS,3346
2/29/2012,2012,2,Severe Storm,KY,Adair County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",4057
6/14/2012,2012,6,Severe Storm,MN,Rice County,SEVERE STORMS AND FLOODING,4069
1/14/2012,2012,1,Severe Storm,WA,Grays Harbor County,"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES",4056
6/29/2012,2012,6,Severe Storm,OH,Gallia County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4077
6/29/2012,2012,6,Severe Storm,OH,Gallia County,SEVERE STORMS,3346
4/28/2012,2012,4,Severe Storm,OK,Kay County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4064
2/29/2012,2012,2,Severe Storm,KY,Campbell County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",4057
6/29/2012,2012,6,Severe Storm,WV,Hampshire County,SEVERE STORMS,3345
4/14/2012,2012,4,Severe Storm,KS,Kiowa County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4063
6/29/2012,2012,6,Severe Storm,OH,Butler County,SEVERE STORMS,3346
6/23/2012,2012,6,Severe Storm,FL,Bradford County,TROPICAL STORM DEBBY,4068
6/29/2012,2012,6,Severe Storm,VA,Page County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4072
6/29/2012,2012,6,Severe Storm,OH,Vinton County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4077
6/29/2012,2012,6,Severe Storm,OH,Vinton County,SEVERE STORMS,3346
6/29/2012,2012,6,Severe Storm,OH,Knox County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4077
6/29/2012,2012,6,Severe Storm,OH,Knox County,SEVERE STORMS,3346
6/29/2012,2012,6,Severe Storm,OH,Noble County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4077
6/29/2012,2012,6,Severe Storm,OH,Noble County,SEVERE STORMS,3346
2/29/2012,2012,2,Severe Storm,KY,Trimble County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",4057
6/29/2012,2012,6,Severe Storm,WV,McDowell County,SEVERE STORMS,3345
6/29/2012,2012,6,Severe Storm,WV,McDowell County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4071
6/29/2012,2012,6,Severe Storm,WV,Clay County,SEVERE STORMS,3345
6/29/2012,2012,6,Severe Storm,WV,Clay County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4071
4/14/2012,2012,4,Severe Storm,KS,Sedgwick County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4063
6/29/2012,2012,6,Severe Storm,WV,Cabell County,SEVERE STORMS,3345
6/29/2012,2012,6,Severe Storm,WV,Cabell County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4071
6/29/2012,2012,6,Severe Storm,WV,Webster County,SEVERE STORMS,3345
6/29/2012,2012,6,Severe Storm,WV,Webster County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4071
6/29/2012,2012,6,Severe Storm,OH,Carroll County,SEVERE STORMS,3346
6/29/2012,2012,6,Severe Storm,VA,Alleghany County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4072
6/29/2012,2012,6,Severe Storm,WV,Wirt County,SEVERE STORMS,3345
6/29/2012,2012,6,Severe Storm,WV,Wirt County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4071
6/29/2012,2012,6,Severe Storm,WV,Wyoming County,SEVERE STORMS,3345
6/29/2012,2012,6,Severe Storm,WV,Wyoming County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4071
2/29/2012,2012,2,Severe Storm,KY,Carroll County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",4057
6/29/2012,2012,6,Severe Storm,OH,Athens County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4077
6/29/2012,2012,6,Severe Storm,OH,Athens County,SEVERE STORMS,3346
6/23/2012,2012,6,Severe Storm,FL,Lafayette County,TROPICAL STORM DEBBY,4068
2/29/2012,2012,2,Severe Storm,KY,Bath County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",4057
6/29/2012,2012,6,Severe Storm,OH,Greene County,SEVERE STORMS,3346
6/29/2012,2012,6,Severe Storm,OH,Pickaway County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4077
6/29/2012,2012,6,Severe Storm,OH,Pickaway County,SEVERE STORMS,3346
6/29/2012,2012,6,Severe Storm,OH,Wyandot County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4077
6/29/2012,2012,6,Severe Storm,OH,Wyandot County,SEVERE STORMS,3346
6/29/2012,2012,6,Severe Storm,OH,Geauga County,SEVERE STORMS,3346
6/29/2012,2012,6,Severe Storm,WV,Morgan County,SEVERE STORMS,3345
2/29/2012,2012,2,Severe Storm,IN,Jefferson County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4058
6/29/2012,2012,6,Severe Storm,OH,Marion County,SEVERE STORMS,3346
4/28/2012,2012,4,Severe Storm,OK,Nowata County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4064
7/20/2012,2012,7,Severe Storm,WA,Okanogan County,"SEVERE STORM, STRAIGHT-LINE WINDS, AND FLOODING",4083
1/22/2012,2012,1,Severe Storm,AL,Perry County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4052
6/29/2012,2012,6,Severe Storm,VA,Rappahannock County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4072
6/29/2012,2012,6,Severe Storm,OH,Champaign County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4077
6/29/2012,2012,6,Severe Storm,OH,Champaign County,SEVERE STORMS,3346
4/14/2012,2012,4,Severe Storm,KS,Rush County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4063
6/14/2012,2012,6,Severe Storm,MN,Sibley County,SEVERE STORMS AND FLOODING,4069
6/23/2012,2012,6,Severe Storm,FL,Putnam County,TROPICAL STORM DEBBY,4068
6/29/2012,2012,6,Severe Storm,WV,Lewis County,SEVERE STORMS,3345
6/29/2012,2012,6,Severe Storm,WV,Lewis County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4071
5/29/2012,2012,5,Severe Storm,VT,Orleans County,"SEVERE STORM, TORNADO, AND FLOODING",4066
2/29/2012,2012,2,Severe Storm,KY,Ohio County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",4057
