date,year,month,category,state,county,title,fema_number
8/26/2012,2012,8,Tropical Storm,LA,St. John the Baptist Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,VA,Newport News,HURRICANE SANDY,3359
10/27/2012,2012,10,Tropical Storm,NY,Orleans County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,VA,Franklin County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Hanover County,HURRICANE SANDY,3359
8/27/2012,2012,8,Tropical Storm,FL,Martin County,HURRICANE ISAAC,4084
10/26/2012,2012,10,Tropical Storm,VA,Richmond County,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,LA,Jefferson Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Jefferson Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,VA,Lynchburg,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,NJ,Bergen County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Bergen County,HURRICANE SANDY,3354
10/26/2012,2012,10,Tropical Storm,VA,Fredericksburg,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Dinwiddie County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,PA,Erie County,HURRICANE SANDY,3356
8/26/2012,2012,8,Tropical Storm,MS,Lincoln County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Lincoln County,TROPICAL STORM ISAAC,3348
10/26/2012,2012,10,Tropical Storm,VA,Patrick County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Norfolk,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,AL,Mobile County,HURRICANE ISAAC,4082
10/26/2012,2012,10,Tropical Storm,PA,Delaware County,HURRICANE SANDY,3356
10/29/2012,2012,10,Tropical Storm,WV,Marshall County,HURRICANE SANDY,3358
8/26/2012,2012,8,Tropical Storm,LA,La Salle Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,VA,Scott County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Colonial Heights,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Mattaponi Indian Reservation,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,LA,East Baton Rouge Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,East Baton Rouge Parish,HURRICANE ISAAC,4080
10/29/2012,2012,10,Tropical Storm,WV,Calhoun County,HURRICANE SANDY,3358
10/26/2012,2012,10,Tropical Storm,VA,Dickenson County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Falls Church,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Falls Church,HURRICANE SANDY,4092
10/26/2012,2012,10,Tropical Storm,PA,Perry County,HURRICANE SANDY,3356
10/29/2012,2012,10,Tropical Storm,WV,Doddridge County,HURRICANE SANDY,3358
10/26/2012,2012,10,Tropical Storm,VA,Arlington County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Arlington County,HURRICANE SANDY,4092
8/26/2012,2012,8,Tropical Storm,MS,Smith County,HURRICANE ISAAC,4081
10/26/2012,2012,10,Tropical Storm,VA,Sussex County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Winchester,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Covington,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,LA,Vermilion Parish,HURRICANE ISAAC,4080
8/26/2012,2012,8,Tropical Storm,MS,Mississippi Choctaw Indian Reservation,HURRICANE ISAAC,4081
10/26/2012,2012,10,Tropical Storm,VA,Tazewell County,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,LA,St. Tammany Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,St. Tammany Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,PA,Montgomery County,HURRICANE SANDY,3356
10/29/2012,2012,10,Tropical Storm,WV,Putnam County,HURRICANE SANDY,3358
8/27/2012,2012,8,Tropical Storm,FL,Okaloosa County,HURRICANE ISAAC,4084
10/26/2012,2012,10,Tropical Storm,VA,Accomack County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Accomack County,HURRICANE SANDY,4092
10/26/2012,2012,10,Tropical Storm,MD,Queen Anne's County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Queen Anne's County,HURRICANE SANDY,3349
10/29/2012,2012,10,Tropical Storm,WV,Mineral County,HURRICANE SANDY,3358
8/26/2012,2012,8,Tropical Storm,MS,Carroll County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Carroll County,TROPICAL STORM ISAAC,3348
10/26/2012,2012,10,Tropical Storm,VA,Nottoway County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Floyd County,HURRICANE SANDY,3359
10/27/2012,2012,10,Tropical Storm,CT,Litchfield County,HURRICANE SANDY,3353
10/27/2012,2012,10,Tropical Storm,CT,Litchfield County,HURRICANE SANDY,4087
10/27/2012,2012,10,Tropical Storm,DE,Sussex County,HURRICANE SANDY,4090
10/27/2012,2012,10,Tropical Storm,DE,Sussex County,HURRICANE SANDY,3357
10/26/2012,2012,10,Tropical Storm,VA,Goochland County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,NH,Merrimack County,HURRICANE SANDY,3360
10/26/2012,2012,10,Tropical Storm,VA,Mathews County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Mathews County,HURRICANE SANDY,4092
8/26/2012,2012,8,Tropical Storm,LA,Washington Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Washington Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,PA,Centre County,HURRICANE SANDY,3356
8/26/2012,2012,8,Tropical Storm,AL,Monroe County,HURRICANE ISAAC,4082
10/26/2012,2012,10,Tropical Storm,PA,Wyoming County,HURRICANE SANDY,3356
10/29/2012,2012,10,Tropical Storm,WV,Boone County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Boone County,HURRICANE SANDY,4093
10/26/2012,2012,10,Tropical Storm,NJ,Atlantic County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Atlantic County,HURRICANE SANDY,3354
8/26/2012,2012,8,Tropical Storm,MS,Madison County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Madison County,TROPICAL STORM ISAAC,3348
10/27/2012,2012,10,Tropical Storm,NY,Clinton County,HURRICANE SANDY,3351
10/27/2012,2012,10,Tropical Storm,NY,Orange County,HURRICANE SANDY,4085
10/27/2012,2012,10,Tropical Storm,NY,Orange County,HURRICANE SANDY,3351
10/29/2012,2012,10,Tropical Storm,WV,Tucker County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Tucker County,HURRICANE SANDY,4093
8/26/2012,2012,8,Tropical Storm,MS,Perry County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Perry County,TROPICAL STORM ISAAC,3348
10/29/2012,2012,10,Tropical Storm,WV,Pocahontas County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Pocahontas County,HURRICANE SANDY,4093
10/27/2012,2012,10,Tropical Storm,NY,Sullivan County,HURRICANE SANDY,4085
10/27/2012,2012,10,Tropical Storm,NY,Sullivan County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,VA,Manassas,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Manassas,HURRICANE SANDY,4092
10/27/2012,2012,10,Tropical Storm,NY,Rensselaer County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,VA,Henry County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,NH,Rockingham County,HURRICANE SANDY,3360
10/26/2012,2012,10,Tropical Storm,NH,Rockingham County,HURRICANE SANDY,4095
10/27/2012,2012,10,Tropical Storm,NY,Essex County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,PA,Pike County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,MD,Somerset County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Somerset County,HURRICANE SANDY,3349
10/26/2012,2012,10,Tropical Storm,PA,Fulton County,HURRICANE SANDY,3356
8/26/2012,2012,8,Tropical Storm,LA,Catahoula Parish,HURRICANE ISAAC,4080
10/27/2012,2012,10,Tropical Storm,NY,Queens County,HURRICANE SANDY,4085
10/27/2012,2012,10,Tropical Storm,NY,Queens County,HURRICANE SANDY,3351
10/27/2012,2012,10,Tropical Storm,MA,Franklin County,HURRICANE SANDY,3350
10/26/2012,2012,10,Tropical Storm,PA,Monroe County,HURRICANE SANDY,3356
10/27/2012,2012,10,Tropical Storm,MA,Plymouth County,HURRICANE SANDY,4097
10/27/2012,2012,10,Tropical Storm,MA,Plymouth County,HURRICANE SANDY,3350
8/26/2012,2012,8,Tropical Storm,MS,Jones County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Jones County,TROPICAL STORM ISAAC,3348
8/26/2012,2012,8,Tropical Storm,LA,St. Landry Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,VA,Russell County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,PA,Bucks County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,VA,Fluvanna County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,MD,Charles County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Charles County,HURRICANE SANDY,3349
10/26/2012,2012,10,Tropical Storm,MD,Baltimore,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Baltimore,HURRICANE SANDY,3349
10/26/2012,2012,10,Tropical Storm,VA,Virginia Beach,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,PA,Cameron County,HURRICANE SANDY,3356
10/29/2012,2012,10,Tropical Storm,WV,Braxton County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Braxton County,HURRICANE SANDY,4093
10/27/2012,2012,10,Tropical Storm,NY,Chautauqua County,HURRICANE SANDY,3351
8/26/2012,2012,8,Tropical Storm,LA,West Carroll Parish,HURRICANE ISAAC,4080
10/29/2012,2012,10,Tropical Storm,WV,Wayne County,HURRICANE SANDY,3358
8/26/2012,2012,8,Tropical Storm,AL,Geneva County,HURRICANE ISAAC,4082
10/26/2012,2012,10,Tropical Storm,VA,Madison County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Madison County,HURRICANE SANDY,4092
10/27/2012,2012,10,Tropical Storm,MA,Barnstable County,HURRICANE SANDY,4097
10/27/2012,2012,10,Tropical Storm,MA,Barnstable County,HURRICANE SANDY,3350
10/26/2012,2012,10,Tropical Storm,PA,Adams County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,VA,Roanoke,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Pulaski County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,PA,Clarion County,HURRICANE SANDY,3356
8/26/2012,2012,8,Tropical Storm,LA,Jefferson Davis Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Jefferson Davis Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,NJ,Warren County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Warren County,HURRICANE SANDY,3354
10/26/2012,2012,10,Tropical Storm,PA,McKean County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,VA,York County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,RI,Bristol County,HURRICANE SANDY,4089
10/26/2012,2012,10,Tropical Storm,RI,Bristol County,HURRICANE SANDY,3355
8/26/2012,2012,8,Tropical Storm,MS,Montgomery County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Montgomery County,TROPICAL STORM ISAAC,3348
8/26/2012,2012,8,Tropical Storm,LA,St. Helena Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,St. Helena Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,PA,Mercer County,HURRICANE SANDY,3356
10/27/2012,2012,10,Tropical Storm,CT,Windham County,HURRICANE SANDY,3353
10/27/2012,2012,10,Tropical Storm,CT,Windham County,HURRICANE SANDY,4087
10/26/2012,2012,10,Tropical Storm,VA,Southampton County,HURRICANE SANDY,3359
10/29/2012,2012,10,Tropical Storm,WV,Harrison County,HURRICANE SANDY,3358
10/27/2012,2012,10,Tropical Storm,NY,Chenango County,HURRICANE SANDY,3351
8/26/2012,2012,8,Tropical Storm,MS,Lamar County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Lamar County,TROPICAL STORM ISAAC,3348
10/26/2012,2012,10,Tropical Storm,VA,Norton,HURRICANE SANDY,3359
8/27/2012,2012,8,Tropical Storm,FL,Franklin County,HURRICANE ISAAC,4084
10/26/2012,2012,10,Tropical Storm,VA,Lunenburg County,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,MS,Jasper County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Jasper County,TROPICAL STORM ISAAC,3348
10/27/2012,2012,10,Tropical Storm,NY,Kings County,HURRICANE SANDY,4085
10/27/2012,2012,10,Tropical Storm,NY,Kings County,HURRICANE SANDY,3351
10/29/2012,2012,10,Tropical Storm,WV,Summers County,HURRICANE SANDY,3358
10/26/2012,2012,10,Tropical Storm,VA,Stafford County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Orange County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Spotsylvania County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Cumberland County,HURRICANE SANDY,3359
8/27/2012,2012,8,Tropical Storm,FL,Collier County,HURRICANE ISAAC,4084
10/27/2012,2012,10,Tropical Storm,NY,Jefferson County,HURRICANE SANDY,3351
10/27/2012,2012,10,Tropical Storm,DE,New Castle County,HURRICANE SANDY,4090
10/27/2012,2012,10,Tropical Storm,DE,New Castle County,HURRICANE SANDY,3357
10/26/2012,2012,10,Tropical Storm,VA,Suffolk,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,MD,Frederick County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Frederick County,HURRICANE SANDY,3349
10/27/2012,2012,10,Tropical Storm,NY,Franklin County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,PA,Wayne County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,MD,Howard County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Howard County,HURRICANE SANDY,3349
10/26/2012,2012,10,Tropical Storm,VA,Pamunkey Indian Reservation,HURRICANE SANDY,3359
10/29/2012,2012,10,Tropical Storm,WV,Marion County,HURRICANE SANDY,3358
10/27/2012,2012,10,Tropical Storm,NY,Madison County,HURRICANE SANDY,3351
10/27/2012,2012,10,Tropical Storm,NY,Montgomery County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,NJ,Camden County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Camden County,HURRICANE SANDY,3354
8/26/2012,2012,8,Tropical Storm,LA,Iberia Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Iberia Parish,HURRICANE ISAAC,4080
10/29/2012,2012,10,Tropical Storm,WV,Pleasants County,HURRICANE SANDY,3358
10/26/2012,2012,10,Tropical Storm,VA,Montgomery County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Powhatan County,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,LA,Ascension Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Ascension Parish,HURRICANE ISAAC,4080
8/26/2012,2012,8,Tropical Storm,MS,Scott County,HURRICANE ISAAC,4081
10/26/2012,2012,10,Tropical Storm,VA,Prince Edward County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Amherst County,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,MS,Clarke County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Clarke County,TROPICAL STORM ISAAC,3348
10/29/2012,2012,10,Tropical Storm,WV,Grant County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Wetzel County,HURRICANE SANDY,3358
10/26/2012,2012,10,Tropical Storm,MD,Carroll County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Carroll County,HURRICANE SANDY,3349
10/27/2012,2012,10,Tropical Storm,NY,Broome County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,PA,Potter County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,PA,Venango County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,PA,Berks County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,VA,Franklin,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,LA,Caldwell Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,PA,Lancaster County,HURRICANE SANDY,3356
10/29/2012,2012,10,Tropical Storm,WV,Greenbrier County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Pendleton County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Pendleton County,HURRICANE SANDY,4093
10/27/2012,2012,10,Tropical Storm,MA,Essex County,HURRICANE SANDY,3350
10/26/2012,2012,10,Tropical Storm,PA,Franklin County,HURRICANE SANDY,3356
8/26/2012,2012,8,Tropical Storm,MS,Warren County,HURRICANE ISAAC,4081
10/26/2012,2012,10,Tropical Storm,PA,Lycoming County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,VA,Washington County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Salem,HURRICANE SANDY,3359
10/27/2012,2012,10,Tropical Storm,NY,Putnam County,HURRICANE SANDY,4085
10/27/2012,2012,10,Tropical Storm,NY,Putnam County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,MD,Montgomery County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Montgomery County,HURRICANE SANDY,3349
10/26/2012,2012,10,Tropical Storm,VA,Lee County,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,LA,Allen Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Allen Parish,HURRICANE ISAAC,4080
10/27/2012,2012,10,Tropical Storm,NY,Greene County,HURRICANE SANDY,4085
10/27/2012,2012,10,Tropical Storm,NY,Greene County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,VA,Bland County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Nelson County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Nelson County,HURRICANE SANDY,4092
10/26/2012,2012,10,Tropical Storm,NJ,Somerset County,HURRICANE SANDY,4086
10/26/2012,2012,10,Tropical Storm,NJ,Somerset County,HURRICANE SANDY,3354
10/26/2012,2012,10,Tropical Storm,MD,Worcester County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Worcester County,HURRICANE SANDY,3349
10/26/2012,2012,10,Tropical Storm,PA,Huntingdon County,HURRICANE SANDY,3356
10/29/2012,2012,10,Tropical Storm,WV,Tyler County,HURRICANE SANDY,3358
10/26/2012,2012,10,Tropical Storm,VA,Amelia County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,PA,Tioga County,HURRICANE SANDY,3356
8/27/2012,2012,8,Tropical Storm,FL,Gulf County,HURRICANE ISAAC,4084
8/26/2012,2012,8,Tropical Storm,LA,Pointe Coupee Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Pointe Coupee Parish,HURRICANE ISAAC,4080
8/26/2012,2012,8,Tropical Storm,MS,Lauderdale County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Lauderdale County,TROPICAL STORM ISAAC,3348
8/26/2012,2012,8,Tropical Storm,MS,Forrest County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Forrest County,TROPICAL STORM ISAAC,3348
10/26/2012,2012,10,Tropical Storm,VA,Carroll County,HURRICANE SANDY,3359
10/27/2012,2012,10,Tropical Storm,NY,Monroe County,HURRICANE SANDY,3351
10/29/2012,2012,10,Tropical Storm,WV,Lincoln County,HURRICANE SANDY,3358
10/26/2012,2012,10,Tropical Storm,VA,Smyth County,HURRICANE SANDY,3359
10/29/2012,2012,10,Tropical Storm,WV,Mingo County,HURRICANE SANDY,3358
10/26/2012,2012,10,Tropical Storm,VA,Albemarle County,HURRICANE SANDY,3359
10/29/2012,2012,10,Tropical Storm,WV,Berkeley County,HURRICANE SANDY,3358
10/27/2012,2012,10,Tropical Storm,NY,Oswego County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,VA,Campbell County,HURRICANE SANDY,3359
10/27/2012,2012,10,Tropical Storm,NY,Albany County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,PA,Luzerne County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,VA,Craig County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Craig County,HURRICANE SANDY,4092
8/26/2012,2012,8,Tropical Storm,MS,Jackson County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Jackson County,TROPICAL STORM ISAAC,3348
10/26/2012,2012,10,Tropical Storm,PA,Bedford County,HURRICANE SANDY,3356
10/27/2012,2012,10,Tropical Storm,MA,Nantucket County,HURRICANE SANDY,4097
10/27/2012,2012,10,Tropical Storm,MA,Nantucket County,HURRICANE SANDY,3350
10/26/2012,2012,10,Tropical Storm,VA,Northampton County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Northampton County,HURRICANE SANDY,4092
10/26/2012,2012,10,Tropical Storm,VA,Alexandria,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Lexington,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,NH,Strafford County,HURRICANE SANDY,3360
8/26/2012,2012,8,Tropical Storm,MS,Hinds County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Hinds County,TROPICAL STORM ISAAC,3348
10/27/2012,2012,10,Tropical Storm,NY,Ulster County,HURRICANE SANDY,4085
10/27/2012,2012,10,Tropical Storm,NY,Ulster County,HURRICANE SANDY,3351
10/27/2012,2012,10,Tropical Storm,NY,Saratoga County,HURRICANE SANDY,3351
10/27/2012,2012,10,Tropical Storm,NY,Niagara County,HURRICANE SANDY,3351
10/27/2012,2012,10,Tropical Storm,MA,Berkshire County,HURRICANE SANDY,3350
10/26/2012,2012,10,Tropical Storm,VA,Giles County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,MD,Dorchester County,HURRICANE SANDY,4091
10/26/2012,2012,10,Tropical Storm,MD,Dorchester County,HURRICANE SANDY,3349
10/27/2012,2012,10,Tropical Storm,NY,Columbia County,HURRICANE SANDY,3351
8/26/2012,2012,8,Tropical Storm,MS,Covington County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Covington County,TROPICAL STORM ISAAC,3348
10/27/2012,2012,10,Tropical Storm,MA,Worcester County,HURRICANE SANDY,3350
10/27/2012,2012,10,Tropical Storm,NY,Dutchess County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,VA,Louisa County,HURRICANE SANDY,3359
8/26/2012,2012,8,Tropical Storm,LA,St. Charles Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,St. Charles Parish,HURRICANE ISAAC,4080
8/26/2012,2012,8,Tropical Storm,LA,St. Martin Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,St. Martin Parish,HURRICANE ISAAC,4080
8/26/2012,2012,8,Tropical Storm,MS,Holmes County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Holmes County,TROPICAL STORM ISAAC,3348
10/27/2012,2012,10,Tropical Storm,NY,Fulton County,HURRICANE SANDY,3351
10/27/2012,2012,10,Tropical Storm,NY,Oneida County,HURRICANE SANDY,3351
8/26/2012,2012,8,Tropical Storm,MS,Stone County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Stone County,TROPICAL STORM ISAAC,3348
10/29/2012,2012,10,Tropical Storm,WV,Barbour County,HURRICANE SANDY,3358
10/29/2012,2012,10,Tropical Storm,WV,Barbour County,HURRICANE SANDY,4093
8/26/2012,2012,8,Tropical Storm,MS,Kemper County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Jefferson County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Greene County,HURRICANE ISAAC,4081
8/26/2012,2012,8,Tropical Storm,MS,Greene County,TROPICAL STORM ISAAC,3348
10/27/2012,2012,10,Tropical Storm,NY,Washington County,HURRICANE SANDY,3351
8/26/2012,2012,8,Tropical Storm,LA,Assumption Parish,TROPICAL STORM ISAAC,3347
8/26/2012,2012,8,Tropical Storm,LA,Assumption Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,PA,Lebanon County,HURRICANE SANDY,3356
8/26/2012,2012,8,Tropical Storm,LA,East Carroll Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,VA,Fairfax,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Fairfax,HURRICANE SANDY,4092
10/27/2012,2012,10,Tropical Storm,NY,Steuben County,HURRICANE SANDY,3351
10/26/2012,2012,10,Tropical Storm,PA,Schuylkill County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,VA,King William County,HURRICANE SANDY,3359
10/27/2012,2012,10,Tropical Storm,CT,Fairfield County,HURRICANE SANDY,3353
10/27/2012,2012,10,Tropical Storm,CT,Fairfield County,HURRICANE SANDY,4087
10/26/2012,2012,10,Tropical Storm,VA,Buena Vista,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,PA,Columbia County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,VA,Buckingham County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,King and Queen County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,King and Queen County,HURRICANE SANDY,4092
10/26/2012,2012,10,Tropical Storm,VA,Loudoun County,HURRICANE SANDY,3359
10/26/2012,2012,10,Tropical Storm,VA,Loudoun County,HURRICANE SANDY,4092
10/26/2012,2012,10,Tropical Storm,PA,Warren County,HURRICANE SANDY,3356
10/26/2012,2012,10,Tropical Storm,PA,Butler County,HURRICANE SANDY,3356
8/26/2012,2012,8,Tropical Storm,LA,West Feliciana Parish,HURRICANE ISAAC,4080
10/26/2012,2012,10,Tropical Storm,VA,Charlottesville,HURRICANE SANDY,3359
