,date,year,month,category,state,county,title,fema_number,area
8426,9/11/08,2008,9,Tropical Storm,LA,Bienville Parish,HURRICANE IKE,1792,"43,566"
8455,9/5/08,2008,9,Tropical Storm,FL,Monroe County,HURRICANE IKE,3293,"53,997"
8456,10/7/16,2016,10,Tropical Storm,VA,Isle of Wight County,HURRICANE MATTHEW,4291,"39,598"
8466,10/4/16,2016,10,Tropical Storm,NC,Alamance County,HURRICANE MATTHEW,3380,"48,718"
8532,10/3/16,2016,10,Tropical Storm,FL,Bradford County,HURRICANE MATTHEW,4283,"53,997"
8550,10/4/16,2016,10,Tropical Storm,GA,Appling County,HURRICANE MATTHEW,3379,"57,919"
8580,10/4/16,2016,10,Tropical Storm,NC,Franklin County,HURRICANE MATTHEW,4285,"48,718"
8630,10/3/16,2016,10,Tropical Storm,FL,Baker County,HURRICANE MATTHEW,3377,"53,997"
8658,10/4/16,2016,10,Tropical Storm,SC,Kershaw County,HURRICANE MATTHEW,4286,"30,111"
8684,10/4/16,2016,10,Tropical Storm,GA,Brantley County,HURRICANE MATTHEW,4284,"57,919"
8704,10/4/16,2016,10,Tropical Storm,SC,Catawba Indian Reservation,HURRICANE MATTHEW,3378,"30,111"
8751,8/31/16,2016,8,Tropical Storm,FL,Alachua County,HURRICANE HERMINE,4280,"53,997"
8777,9/25/22,2022,9,Tropical Storm,SC,Abbeville County,HURRICANE IAN,3585,"30,111"
8823,11/7/22,2022,11,Tropical Storm,FL,Miccosukee Indian Reservation,HURRICANE NICOLE,4680,"53,997"
8886,9/25/22,2022,9,Tropical Storm,SC,Abbeville County,HURRICANE IAN,4677,"30,111"
8932,9/28/22,2022,9,Tropical Storm,NC,Eastern Band of Cherokee Indians of North Carolina,HURRICANE IAN,3586,"48,718"
9033,9/23/22,2022,9,Tropical Storm,FL,Miccosukee Indian Reservation,Tropical Storm,3584,"53,997"
9102,9/23/22,2022,9,Tropical Storm,FL,Big Cypress Indian Reservation,HURRICANE IAN - SEMINOLE TRIBE OF FLORIDA,4675,"53,997"
9108,9/23/22,2022,9,Tropical Storm,FL,Hollywood Indian Reservation,HURRICANE IAN,4673,"53,997"
9177,10/30/21,2021,10,Tropical Storm,ME,Knox County,SEVERE STORM AND FLOODING,4647,"30,865"
9180,8/22/18,2018,8,Tropical Storm,HI,Hawaii County,HURRICANE LANE,4395,"6,423"
9183,9/13/18,2018,9,Tropical Storm,VA,Accomack County,HURRICANE FLORENCE,3403,"39,598"
9317,12/4/17,2017,12,Tropical Storm,AK,Kenai Peninsula Borough,SEVERE STORM,4369,"570,641"
9318,10/7/18,2018,10,Tropical Storm,FL,Alachua County,HURRICANE MICHAEL,3405,"53,997"
9353,3/2/18,2018,3,Tropical Storm,NH,Rockingham County,SEVERE STORM AND FLOODING,4370,"8,969"
9354,8/22/18,2018,8,Tropical Storm,HI,Hawaii County,HURRICANE LANE,3399,"6,423"
9358,10/9/18,2018,10,Tropical Storm,GA,Appling County,HURRICANE MICHAEL,4400,"57,919"
9427,9/8/18,2018,9,Tropical Storm,SC,Catawba Indian Reservation,HURRICANE FLORENCE,3400,"30,111"
9474,10/10/18,2018,10,Tropical Storm,AL,Poarch Band of Creek Indians,HURRICANE MICHAEL,3407,"50,750"
9492,9/7/18,2018,9,Tropical Storm,NC,Eastern Band of Cherokee Indians of North Carolina,HURRICANE FLORENCE,3401,"48,718"
9593,10/10/18,2018,10,Tropical Storm,AL,Dale County,HURRICANE MICHAEL,4406,"50,750"
9598,9/9/18,2018,9,Tropical Storm,HI,Hawaii County,Tropical Storm,3404,"6,423"
9602,10/7/18,2018,10,Tropical Storm,FL,Okaloosa County,HURRICANE MICHAEL,4399,"53,997"
9620,9/7/18,2018,9,Tropical Storm,NC,Alamance County,HURRICANE FLORENCE,4393,"48,718"
9672,10/9/18,2018,10,Tropical Storm,GA,Appling County,HURRICANE MICHAEL,3406,"57,919"
9780,9/8/18,2018,9,Tropical Storm,SC,Berkeley County,HURRICANE FLORENCE,4394,"30,111"
9799,3/2/18,2018,3,Tropical Storm,ME,York County,SEVERE STORM AND FLOODING,4367,"30,865"
9800,9/8/18,2018,9,Tropical Storm,VA,Botetourt County,HURRICANE FLORENCE,4401,"39,598"
9832,10/9/18,2018,10,Tropical Storm,VA,Amelia County,Tropical Storm,4411,"39,598"
9868,10/26/12,2012,10,Tropical Storm,PA,Bedford County,HURRICANE SANDY,4099,"44,820"
9886,10/29/12,2012,10,Tropical Storm,OH,Ashtabula County,SEVERE STORMS AND FLOODING DUE TO THE REMNANTS OF HURRICANE SANDY,4098,"40,953"
9888,8/29/05,2005,8,Tropical Storm,MS,Alcorn County,HURRICANE KATRINA,1604,"46,914"
9970,8/28/05,2005,8,Tropical Storm,AL,Baldwin County,HURRICANE KATRINA,3214,"50,750"
9976,8/24/05,2005,8,Tropical Storm,FL,Bay County,HURRICANE KATRINA,1602,"53,997"
9987,8/27/05,2005,8,Tropical Storm,MS,Covington County,HURRICANE KATRINA,3213,"46,914"
9998,8/29/05,2005,8,Tropical Storm,FL,Alachua County,HURRICANE KATRINA EVACUATION,3220,"53,997"
10065,8/29/05,2005,8,Tropical Storm,RI,Bristol County,HURRICANE KATRINA EVACUATION,3255,"1,034"
10070,8/29/05,2005,8,Tropical Storm,VA,Accomack County,HURRICANE KATRINA EVACUATION,3240,"39,598"
10204,8/29/05,2005,8,Tropical Storm,WA,Adams County,HURRICANE KATRINA EVACUATION,3227,"66,582"
10243,8/29/05,2005,8,Tropical Storm,SC,Abbeville County,HURRICANE KATRINA EVACUATION,3233,"30,111"
10289,9/18/05,2005,9,Tropical Storm,FL,Broward County,Tropical Storm,3259,"53,997"
10293,8/29/05,2005,8,Tropical Storm,NJ,Atlantic County,HURRICANE KATRINA EVACUATION,3257,"7,419"
10314,9/6/05,2005,9,Tropical Storm,SD,Aurora County,HURRICANE KATRINA EVACUATION,3234,"75,898"
10380,8/29/05,2005,8,Tropical Storm,CA,Alameda County,HURRICANE KATRINA EVACUATION,3248,"155,973"
10438,8/29/05,2005,8,Tropical Storm,NY,Albany County,HURRICANE KATRINA EVACUATION,3262,
10500,8/29/05,2005,8,Tropical Storm,TN,Anderson County,HURRICANE KATRINA EVACUATION,3217,"41,220"
10595,8/29/05,2005,8,Tropical Storm,MN,Aitkin County,HURRICANE KATRINA EVACUATION,3242,"79,617"
10682,9/20/05,2005,9,Tropical Storm,LA,Acadia Parish,HURRICANE RITA,3260,"43,566"
10746,8/29/05,2005,8,Tropical Storm,NV,Churchill County,HURRICANE KATRINA EVACUATION,3243,"109,806"
10763,9/11/05,2005,9,Tropical Storm,NC,Brunswick County,HURRICANE OPHELIA,1608,"48,718"
10773,8/29/05,2005,8,Tropical Storm,AL,Bibb County,HURRICANE KATRINA,1605,"50,750"
10795,8/29/05,2005,8,Tropical Storm,AR,Arkansas County,HURRICANE KATRINA EVACUATION,3215,"52,075"
10870,8/27/05,2005,8,Tropical Storm,GA,Appling County,HURRICANE KATRINA EVACUATION,3218,"57,919"
11029,8/29/05,2005,8,Tropical Storm,OH,Adams County,HURRICANE KATRINA EVACUATION,3250,"40,953"
11117,8/29/05,2005,8,Tropical Storm,MT,Beaverhead County,HURRICANE KATRINA EVACUATION,3253,"145,556"
11173,9/23/05,2005,9,Tropical Storm,TX,Freestone County,HURRICANE RITA,1606,"261,914"
11427,8/29/05,2005,8,Tropical Storm,IL,Adams County,HURRICANE KATRINA EVACUATION,3230,"55,593"
11529,8/29/05,2005,8,Tropical Storm,AL,Autauga County,HURRICANE KATRINA EVACUATION,3237,"50,750"
11596,7/7/05,2005,7,Tropical Storm,FL,Calhoun County,HURRICANE DENNIS,1595,"53,997"
11616,8/29/05,2005,8,Tropical Storm,AZ,Apache County,HURRICANE KATRINA EVACUATION,3241,"113,642"
11631,8/29/05,2005,8,Tropical Storm,WV,Barbour County,HURRICANE KATRINA EVACUATION,3221,"24,087"
11686,9/11/05,2005,9,Tropical Storm,NC,Beaufort County,HURRICANE OPHELIA,3254,"48,718"
11723,8/29/05,2005,8,Tropical Storm,MA,Barnstable County,HURRICANE KATRINA EVACUATION,3252,"7,838"
11737,8/29/05,2005,8,Tropical Storm,DE,Kent County,HURRICANE KATRINA EVACUATION,3263,"1,955"
11740,10/23/05,2005,10,Tropical Storm,FL,Charlotte County,HURRICANE WILMA,1609,"53,997"
11760,9/20/05,2005,9,Tropical Storm,TX,Statewide,HURRICANE RITA,3261,"261,914"
12015,8/29/05,2005,8,Tropical Storm,OK,Adair County,HURRICANE KATRINA EVACUATION,3219,"68,679"
12092,9/1/05,2005,9,Tropical Storm,KS,Allen County,HURRICANE KATRINA EVACUATION,3236,"81,823"
12197,8/29/05,2005,8,Tropical Storm,MI,Alcona County,HURRICANE KATRINA EVACUATION,3225,"56,539"
12280,8/29/05,2005,8,Tropical Storm,ME,Androscoggin County,HURRICANE KATRINA EVACUATION,3256,"30,865"
12295,8/29/05,2005,8,Tropical Storm,NH,Belknap County,HURRICANE KATRINA EVACUATION,3258,"8,969"
12305,8/29/05,2005,8,Tropical Storm,WI,Statewide,HURRICANE KATRINA EVACUATION,3249,"54,314"
12378,8/29/05,2005,8,Tropical Storm,NE,Adams County,HURRICANE KATRINA EVACUEES,3245,"76,878"
12471,9/23/05,2005,9,Tropical Storm,LA,Assumption Parish,HURRICANE RITA,1607,"43,566"
12535,8/29/05,2005,8,Tropical Storm,CT,Fairfield County,HURRICANE KATRINA EVACUATION,3246,"4,845"
12543,8/29/05,2005,8,Tropical Storm,ND,Adams County,HURRICANE KATRINA EVACUATION,3247,"68,994"
12596,8/29/05,2005,8,Tropical Storm,DC,District of Columbia County-equivalent,HURRICANE KATRINA EVACUATION,3226,
12597,8/29/05,2005,8,Tropical Storm,TX,Anderson County,HURRICANE KATRINA EVACUATION,3216,"261,914"
12851,8/29/05,2005,8,Tropical Storm,MO,Adair County,HURRICANE KATRINA EVACUATION,3232,"68,898"
12966,8/29/05,2005,8,Tropical Storm,IA,Adair County,HURRICANE KATRINA EVACUATION,3239,"55,875"
13065,8/26/05,2005,8,Tropical Storm,LA,Acadia Parish,HURRICANE KATRINA,3212,"43,566"
13128,8/29/05,2005,8,Tropical Storm,UT,Beaver County,HURRICANE KATRINA EVACUATION,3223,"82,168"
13157,8/29/05,2005,8,Tropical Storm,IN,Adams County,HURRICANE KATRINA EVACUATION,3238,"35,870"
13249,8/29/05,2005,8,Tropical Storm,CO,Adams County,HURRICANE KATRINA EVACUATION,3224,"103,730"
13313,8/29/05,2005,8,Tropical Storm,MD,Allegany County,HURRICANE KATRINA EVACUATION,3251,"9,775"
13337,8/29/05,2005,8,Tropical Storm,ID,Ada County,HURRICANE KATRINA,3244,"82,751"
13381,8/29/05,2005,8,Tropical Storm,LA,Allen Parish,HURRICANE KATRINA,1603,"43,566"
13445,7/10/05,2005,7,Tropical Storm,MS,Holmes County,HURRICANE DENNIS,1594,"46,914"
13487,8/29/05,2005,8,Tropical Storm,NM,Bernalillo County,HURRICANE KATRINA EVACUATION,3229,"121,365"
13520,8/29/05,2005,8,Tropical Storm,OR,Baker County,HURRICANE KATRINA EVACUATION,3228,"96,003"
13556,8/29/05,2005,8,Tropical Storm,NC,Alamance County,HURRICANE KATRINA EVACUATION,3222,"48,718"
13656,8/29/05,2005,8,Tropical Storm,PA,Adams County,HURRICANE KATRINA,3235,"44,820"
13723,7/10/05,2005,7,Tropical Storm,AL,Autauga County,HURRICANE DENNIS,1593,"50,750"
13769,8/29/05,2005,8,Tropical Storm,KY,Adair County,HURRICANE KATRINA,3231,"39,732"
13889,11/9/09,2009,11,Tropical Storm,AL,Baldwin County,Tropical Storm,1866,"50,750"
13891,8/20/21,2021,8,Tropical Storm,RI,Narragansett Indian Reservation,HURRICANE HENRI,3563,"1,034"
13897,8/13/21,2021,8,Tropical Storm,FL,Bay County,Tropical Storm,3562,"53,997"
13920,8/20/21,2021,8,Tropical Storm,MA,Mashpee Wampanoag Tribe,Tropical Storm,3566,"7,838"
13921,9/1/21,2021,9,Tropical Storm,CT,Litchfield County,REMNANTS OF HURRICANE IDA,4629,"4,845"
13928,8/22/21,2021,8,Tropical Storm,VT,Addison County,Tropical Storm,3567,"9,249"
13942,8/26/21,2021,8,Tropical Storm,LA,Acadia Parish,HURRICANE IDA,4611,"43,566"
14006,8/18/21,2021,8,Tropical Storm,NY,Allegany County,REMNANTS OF Tropical Storm,4625,
14015,9/1/21,2021,9,Tropical Storm,NY,Bronx County,REMNANTS OF HURRICANE IDA,3572,
14029,8/21/21,2021,8,Tropical Storm,NY,Albany County,HURRICANE HENRI,3565,
14055,10/29/20,2020,10,Tropical Storm,GA,Banks County,Tropical Storm,4579,"57,919"
14076,9/1/21,2021,9,Tropical Storm,NJ,Atlantic County,REMNANTS OF HURRICANE IDA,4614,"7,419"
14097,8/31/21,2021,8,Tropical Storm,PA,Dauphin County,REMNANTS OF HURRICANE IDA,4618,"44,820"
14110,8/26/21,2021,8,Tropical Storm,LA,Acadia Parish,Tropical Storm,3568,"43,566"
14174,9/12/21,2021,9,Tropical Storm,LA,Acadia Parish,Tropical Storm,3574,"43,566"
14238,9/1/21,2021,9,Tropical Storm,DE,New Castle County,REMNANTS OF HURRICANE IDA,4627,"1,955"
14239,8/28/21,2021,8,Tropical Storm,MS,Mississippi Choctaw Indian Reservation,HURRICANE IDA,3569,"46,914"
14322,8/16/21,2021,8,Tropical Storm,NC,Ashe County,REMNANTS OF Tropical Storm,4617,"48,718"
14333,9/1/21,2021,9,Tropical Storm,NJ,Atlantic County,REMNANTS OF HURRICANE IDA,3573,"7,419"
14354,8/3/20,2020,8,Tropical Storm,MD,Calvert County,Tropical Storm,4583,"9,775"
14357,8/21/21,2021,8,Tropical Storm,CT,Mashantucket Pequot Indian Reservation,HURRICANE HENRI,3564,"4,845"
14367,9/1/21,2021,9,Tropical Storm,NY,New York County,REMNANTS OF HURRICANE IDA,4615,
14381,10/26/20,2020,10,Tropical Storm,LA,Acadia Parish,HURRICANE ZETA,4577,"43,566"
14416,8/28/21,2021,8,Tropical Storm,MS,Adams County,HURRICANE IDA,4626,"46,914"
14498,8/4/20,2020,8,Tropical Storm,CT,Mashantucket Pequot Indian Reservation,Tropical Storm,4580,"4,845"
14508,9/1/10,2010,9,Tropical Storm,NC,Beaufort County,HURRICANE EARL,3314,"48,718"
14538,9/1/10,2010,9,Tropical Storm,MA,Barnstable County,HURRICANE EARL,3315,"7,838"
14548,6/30/10,2010,6,Tropical Storm,TX,Calhoun County,HURRICANE ALEX,1931,"261,914"
14569,6/27/10,2010,6,Tropical Storm,TX,Aransas County,Tropical Storm,3313,"261,914"
14594,6/5/20,2020,6,Tropical Storm,LA,Acadia Parish,Tropical Storm,3527,"43,566"
14658,8/23/20,2020,8,Tropical Storm,MS,Adams County,HURRICANE MARCO AND Tropical Storm,3539,"46,914"
14682,8/22/20,2020,8,Tropical Storm,LA,Ascension Parish,HURRICANE LAURA,4559,"43,566"
14746,9/14/20,2020,9,Tropical Storm,FL,Bay County,HURRICANE SALLY,3546,"53,997"
14759,10/28/20,2020,10,Tropical Storm,MS,Perry County,HURRICANE ZETA,4576,"46,914"
14767,10/6/20,2020,10,Tropical Storm,LA,Ascension Parish,HURRICANE DELTA,4570,"43,566"
14831,9/14/20,2020,9,Tropical Storm,FL,Calhoun County,HURRICANE SALLY,4564,"53,997"
14845,8/26/20,2020,8,Tropical Storm,AR,Arkansas County,HURRICANE LAURA,3541,"52,075"
14920,7/25/20,2020,7,Tropical Storm,TX,Aransas County,HURRICANE HANNA,3530,"261,914"
14952,7/23/20,2020,7,Tropical Storm,HI,Hawaii County,HURRICANE DOUGLAS,3529,"6,423"
14956,8/4/20,2020,8,Tropical Storm,CT,Mashantucket Pequot Indian Reservation,Tropical Storm,3535,"4,845"
14966,11/7/20,2020,11,Tropical Storm,FL,Alachua County,HURRICANE ETA,3551,"53,997"
14979,8/4/20,2020,8,Tropical Storm,NY,Nassau County,Tropical Storm,4567,
14986,9/14/20,2020,9,Tropical Storm,AL,Poarch Band of Creek Indians,HURRICANE SALLY,3545,"50,750"
15054,9/14/20,2020,9,Tropical Storm,MS,Adams County,HURRICANE SALLY,3544,"46,914"
15078,8/4/20,2020,8,Tropical Storm,DE,Kent County,Tropical Storm,4566,"1,955"
15080,10/28/20,2020,10,Tropical Storm,AL,Autauga County,HURRICANE ZETA,4573,"50,750"
15101,10/6/20,2020,10,Tropical Storm,LA,Acadia Parish,HURRICANE DELTA,3547,"43,566"
15165,8/4/20,2020,8,Tropical Storm,NJ,Atlantic County,Tropical Storm,4574,"7,419"
15176,8/23/20,2020,8,Tropical Storm,TX,Anderson County,Tropical Storm,3540,"261,914"
15238,10/27/20,2020,10,Tropical Storm,MS,Clarke County,HURRICANE ZETA,3550,"46,914"
15251,8/22/20,2020,8,Tropical Storm,LA,Acadia Parish,Tropical Storm,3538,"43,566"
15315,7/31/20,2020,7,Tropical Storm,NC,Beaufort County,HURRICANE ISAIAS,4568,"48,718"
15331,10/7/20,2020,10,Tropical Storm,MS,Adams County,HURRICANE DELTA,3548,"46,914"
15360,9/14/20,2020,9,Tropical Storm,AL,Poarch Band of Creek Indians,HURRICANE SALLY,4563,"50,750"
15375,9/13/20,2020,9,Tropical Storm,LA,Acadia Parish,HURRICANE SALLY,3543,"43,566"
15439,7/31/20,2020,7,Tropical Storm,FL,Brevard County,HURRICANE ISAIAS,3533,"53,997"
15458,8/23/20,2020,8,Tropical Storm,TX,Galveston County,HURRICANE LAURA,4572,"261,914"
15463,10/26/20,2020,10,Tropical Storm,LA,Acadia Parish,Tropical Storm,3549,"43,566"
15527,7/31/20,2020,7,Tropical Storm,NC,Eastern Band of Cherokee Indians of North Carolina,HURRICANE ISAIAS,3534,"48,718"
15628,8/17/07,2007,8,Tropical Storm,TX,Aransas County,HURRICANE DEAN,3277,"261,914"
15660,8/27/23,2023,8,Tropical Storm,FL,Alachua County,HURRICANE IDALIA,4734,"53,997"
15709,8/30/23,2023,8,Tropical Storm,GA,Burke County,HURRICANE IDALIA,4738,"57,919"
15741,9/15/23,2023,9,Tropical Storm,MA,Barnstable County,HURRICANE LEE,3599,"7,838"
15755,8/19/23,2023,8,Tropical Storm,CA,La Jolla Indian Reservation,Tropical Storm,4743,"155,973"
15756,8/29/23,2023,8,Tropical Storm,SC,Abbeville County,HURRICANE IDALIA,3597,"30,111"
15802,8/19/23,2023,8,Tropical Storm,CA,Imperial County,Tropical Storm,4750,"155,973"
15807,9/15/23,2023,9,Tropical Storm,ME,Androscoggin County,HURRICANE LEE,3598,"30,865"
15823,10/26/12,2012,10,Tropical Storm,NJ,Atlantic County,HURRICANE SANDY,4086,"7,419"
15844,10/27/12,2012,10,Tropical Storm,MA,Barnstable County,HURRICANE SANDY,4097,"7,838"
15850,10/27/12,2012,10,Tropical Storm,NY,Greene County,HURRICANE SANDY,4085,
15864,10/27/12,2012,10,Tropical Storm,NY,Albany County,HURRICANE SANDY,3351,
15926,10/27/12,2012,10,Tropical Storm,DE,Kent County,HURRICANE SANDY,4090,"1,955"
15929,8/27/12,2012,8,Tropical Storm,FL,Bay County,HURRICANE ISAAC,4084,"53,997"
15941,8/26/12,2012,8,Tropical Storm,AL,Baldwin County,HURRICANE ISAAC,4082,"50,750"
15949,10/27/12,2012,10,Tropical Storm,CT,Fairfield County,HURRICANE SANDY,3353,"4,845"
15957,10/26/12,2012,10,Tropical Storm,MD,Allegany County,HURRICANE SANDY,4091,"9,775"
15981,10/26/12,2012,10,Tropical Storm,MD,Allegany County,HURRICANE SANDY,3349,"9,775"
16005,8/26/12,2012,8,Tropical Storm,MS,Mississippi Choctaw Indian Reservation,HURRICANE ISAAC,4081,"46,914"
16054,10/26/12,2012,10,Tropical Storm,RI,Bristol County,HURRICANE SANDY,4089,"1,034"
16058,10/27/12,2012,10,Tropical Storm,CT,Litchfield County,HURRICANE SANDY,4087,"4,845"
16066,10/26/12,2012,10,Tropical Storm,PA,Statewide,HURRICANE SANDY,3356,"44,820"
16134,8/26/12,2012,8,Tropical Storm,LA,Acadia Parish,Tropical Storm,3347,"43,566"
16168,8/26/12,2012,8,Tropical Storm,MS,Amite County,Tropical Storm,3348,"46,914"
16202,10/26/12,2012,10,Tropical Storm,NH,Belknap County,HURRICANE SANDY,3360,"8,969"
16212,10/26/12,2012,10,Tropical Storm,DC,District of Columbia County-equivalent,HURRICANE SANDY,4096,
16213,10/28/12,2012,10,Tropical Storm,DC,District of Columbia County-equivalent,HURRICANE SANDY,3352,
16214,10/26/12,2012,10,Tropical Storm,VA,Mattaponi Indian Reservation,HURRICANE SANDY,3359,"39,598"
16350,10/27/12,2012,10,Tropical Storm,DE,Kent County,HURRICANE SANDY,3357,"1,955"
16353,10/29/12,2012,10,Tropical Storm,WV,Barbour County,HURRICANE SANDY,3358,"24,087"
16408,10/26/12,2012,10,Tropical Storm,NH,Belknap County,HURRICANE SANDY,4095,"8,969"
16414,10/29/12,2012,10,Tropical Storm,WV,Barbour County,HURRICANE SANDY,4093,"24,087"
16432,10/26/12,2012,10,Tropical Storm,NJ,Atlantic County,HURRICANE SANDY,3354,"7,419"
16453,10/27/12,2012,10,Tropical Storm,MA,Barnstable County,HURRICANE SANDY,3350,"7,838"
16467,10/26/12,2012,10,Tropical Storm,RI,Bristol County,HURRICANE SANDY,3355,"1,034"
16472,10/26/12,2012,10,Tropical Storm,VA,Arlington County,HURRICANE SANDY,4092,"39,598"
16501,8/26/12,2012,8,Tropical Storm,LA,Acadia Parish,HURRICANE ISAAC,4080,"43,566"
16556,8/28/19,2019,8,Tropical Storm,FL,Alachua County,HURRICANE DORIAN,3419,"53,997"
16623,8/31/19,2019,8,Tropical Storm,SC,Catawba Indian Reservation,HURRICANE DORIAN,3421,"30,111"
16670,8/28/19,2019,8,Tropical Storm,FL,Brevard County,HURRICANE DORIAN,4468,"53,997"
16684,8/31/19,2019,8,Tropical Storm,SC,Allendale County,HURRICANE DORIAN,4464,"30,111"
16696,8/29/19,2019,8,Tropical Storm,GA,Brantley County,HURRICANE DORIAN,3422,"57,919"
16708,8/28/19,2019,8,Tropical Storm,FL,Big Cypress Indian Reservation,HURRICANE DORIAN,3420,"53,997"
16714,10/10/18,2018,10,Tropical Storm,NC,Alamance County,Tropical Storm,4412,"48,718"
16735,9/1/19,2019,9,Tropical Storm,NC,Craven County,HURRICANE DORIAN,4465,"48,718"
16763,7/10/19,2019,7,Tropical Storm,LA,Acadia Parish,Tropical Storm,3416,"43,566"
16804,9/1/19,2019,9,Tropical Storm,NC,Eastern Band of Cherokee Indians of North Carolina,HURRICANE DORIAN,3423,"48,718"
16905,7/10/19,2019,7,Tropical Storm,LA,Allen Parish,HURRICANE BARRY,4458,"43,566"
16931,8/27/15,2015,8,Tropical Storm,AK,North Slope Borough,SEVERE STORM,4244,"570,641"
16932,9/7/17,2017,9,Tropical Storm,GA,Appling County,HURRICANE IRMA,3387,"57,919"
17091,8/28/17,2017,8,Tropical Storm,LA,Acadia Parish,Tropical Storm,4345,"43,566"
17111,9/4/17,2017,9,Tropical Storm,FL,Alachua County,HURRICANE IRMA,3385,"53,997"
17178,9/4/17,2017,9,Tropical Storm,FL,Bay County,HURRICANE IRMA,4337,"53,997"
17245,9/4/17,2017,9,Tropical Storm,FL,Big Cypress Indian Reservation,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,4341,"53,997"
17251,9/6/17,2017,9,Tropical Storm,SC,Catawba Indian Reservation,HURRICANE IRMA,3386,"30,111"
17298,10/6/17,2017,10,Tropical Storm,AL,Autauga County,HURRICANE NATE,4349,"50,750"
17306,10/6/17,2017,10,Tropical Storm,MS,George County,HURRICANE NATE,3393,"46,914"
17312,10/5/17,2017,10,Tropical Storm,LA,Assumption Parish,Tropical Storm,3392,"43,566"
17331,9/7/17,2017,9,Tropical Storm,GA,Appling County,HURRICANE IRMA,4338,"57,919"
17490,8/27/17,2017,8,Tropical Storm,LA,Acadia Parish,Tropical Storm,3382,"43,566"
17502,9/6/17,2017,9,Tropical Storm,SC,Catawba Indian Reservation,HURRICANE IRMA,4346,"30,111"
17549,8/23/17,2017,8,Tropical Storm,TX,Bexar County,HURRICANE HARVEY,4332,"261,914"
17602,10/6/17,2017,10,Tropical Storm,AL,Poarch Band of Creek Indians,HURRICANE NATE,3394,"50,750"
17642,10/7/17,2017,10,Tropical Storm,FL,Escambia County,HURRICANE NATE,3395,"53,997"
17644,9/4/17,2017,9,Tropical Storm,FL,Hollywood Indian Reservation,HURRICANE IRMA,3388,"53,997"
17645,10/6/17,2017,10,Tropical Storm,MS,Stone County,HURRICANE NATE,4350,"46,914"
17651,9/8/17,2017,9,Tropical Storm,AL,Poarch Band of Creek Indians,HURRICANE IRMA,3389,"50,750"
17719,11/7/22,2022,11,Tropical Storm,FL,Big Cypress Indian Reservation,SEMINOLE TRIBE OF FLORIDA Tropical Storm,3588,"53,997"
17726,11/7/22,2022,11,Tropical Storm,FL,Miccosukee Indian Reservation,Tropical Storm,3587,"53,997"
17773,8/27/23,2023,8,Tropical Storm,FL,Alachua County,Tropical Storm,3596,"53,997"
17822,8/19/23,2023,8,Tropical Storm,CA,Agua Caliente Indian Reservation,Tropical Storm,4746,"155,973"
17823,1/26/04,2004,1,Winter Storm,SC,Aiken County,SEVERE ICE STORM,1509,"30,111"
17849,2/10/08,2008,2,Winter Storm,MO,Bollinger County,SEVERE WINTER STORMS AND FLOODING,1748,"68,898"
17867,12/10/07,2007,12,Winter Storm,NE,Gage County,SEVERE WINTER STORM,1739,"76,878"
17875,12/10/07,2007,12,Winter Storm,IA,Adair County,SEVERE WINTER STORM,1737,"55,875"
17905,12/15/05,2005,12,Winter Storm,SC,Anderson County,SEVERE ICE STORM,1625,"30,111"
17912,12/15/12,2012,12,Winter Storm,AZ,Navajo Nation Reservation Also NM and UT,SEVERE FREEZE,4104,"113,642"
17913,12/25/12,2012,12,Winter Storm,AR,Clark County,SEVERE WINTER STORM,4100,"52,075"
17921,12/11/08,2008,12,Winter Storm,VT,Bennington County,SEVERE WINTER STORM,1816,"9,249"
17923,1/26/09,2009,1,Winter Storm,AR,Baxter County,SEVERE WINTER STORM,3301,"52,075"
17971,12/11/08,2008,12,Winter Storm,NH,Belknap County,SEVERE WINTER STORM,1812,"8,969"
17981,1/27/09,2009,1,Winter Storm,TN,Dyer County,SEVERE WINTER STORM AND FLOODING,1821,"41,220"
17988,1/26/09,2009,1,Winter Storm,KY,Allen County,SEVERE WINTER STORM AND FLOODING,1818,"39,732"
18091,12/11/08,2008,12,Winter Storm,MA,Berkshire County,SEVERE WINTER STORM AND FLOODING,1813,"7,838"
18098,1/27/09,2009,1,Winter Storm,KY,Allen County,SEVERE WINTER STORM,3302,"39,732"
18198,1/26/09,2009,1,Winter Storm,MO,Adair County,SEVERE WINTER STORM,3303,"68,898"
18313,2/11/21,2021,2,Winter Storm,MS,Mississippi Choctaw Indian Reservation,SEVERE WINTER STORMS,4598,"46,914"
18350,2/11/21,2021,2,Winter Storm,TN,Bedford County,SEVERE WINTER STORMS,4594,"41,220"
18363,2/11/21,2021,2,Winter Storm,LA,Acadia Parish,SEVERE WINTER STORMS,4590,"43,566"
18427,2/8/21,2021,2,Winter Storm,KY,Bath County,"SEVERE WINTER STORMS, LANDSLIDES, AND MUDSLIDES",4592,"39,732"
18472,2/11/21,2021,2,Winter Storm,VA,Amelia County,SEVERE WINTER STORMS,4602,"39,598"
18505,2/11/21,2021,2,Winter Storm,TX,Anderson County,SEVERE WINTER STORM,3554,"261,914"
18759,2/8/21,2021,2,Winter Storm,OK,Adair County,SEVERE WINTER STORMS,4587,"68,679"
18836,2/11/21,2021,2,Winter Storm,LA,Acadia Parish,SEVERE WINTER STORM,3556,"43,566"
