,date,year,month,category,state,county,title,fema_number,area
18900,2/11/21,2021,2,Winter Storm,TX,Andrews County,SEVERE WINTER STORMS,4586,"261,914"
19154,2/8/21,2021,2,Winter Storm,OK,Adair County,SEVERE WINTER STORM,3555,"68,679"
19231,2/10/21,2021,2,Winter Storm,WV,Cabell County,SEVERE WINTER STORMS,4603,"24,087"
19236,1/28/10,2010,1,Winter Storm,OK,Alfalfa County,SEVERE WINTER STORM,1883,"68,679"
19286,3/2/14,2014,3,Winter Storm,TN,Carroll County,SEVERE WINTER STORM,4171,"41,220"
19296,2/10/14,2014,2,Winter Storm,GA,Baldwin County,SEVERE WINTER STORM,4165,"57,919"
19341,2/4/14,2014,2,Winter Storm,PA,Bucks County,SEVERE WINTER STORM,3367,"44,820"
19348,2/10/14,2014,2,Winter Storm,GA,Baldwin County,SEVERE WINTER STORM,3368,"57,919"
19439,2/10/14,2014,2,Winter Storm,SC,Abbeville County,SEVERE WINTER STORM,3369,"30,111"
19485,12/5/13,2013,12,Winter Storm,AR,Crawford County,SEVERE WINTER STORM,4160,"52,075"
19499,12/20/13,2013,12,Winter Storm,VT,Caledonia County,SEVERE WINTER STORMS,4163,"9,249"
19506,2/10/14,2014,2,Winter Storm,SC,Aiken County,SEVERE WINTER STORM,4166,"30,111"
19528,3/6/14,2014,3,Winter Storm,NC,Alamance County,SEVERE WINTER STORM,4167,"48,718"
19537,10/26/20,2020,10,Winter Storm,OK,Alfalfa County,SEVERE WINTER STORM,4575,"68,679"
19566,1/12/07,2007,1,Winter Storm,MO,Barry County,SEVERE WINTER STORMS AND FLOODING,1676,"68,898"
19605,1/11/07,2007,1,Winter Storm,CA,Fresno County,SEVERE FREEZE,1689,"155,973"
19621,12/6/07,2007,12,Winter Storm,MO,Adair County,SEVERE WINTER STORMS,1736,"68,898"
19663,1/12/07,2007,1,Winter Storm,OK,Adair County,SEVERE WINTER STORMS AND FLOODING,3272,"68,679"
19740,12/8/07,2007,12,Winter Storm,OK,Beaver County,SEVERE WINTER STORMS,1735,"68,679"
19765,12/8/07,2007,12,Winter Storm,OK,Adair County,SEVERE WINTER STORMS,3280,"68,679"
19842,11/30/06,2006,11,Winter Storm,IL,Bond County,SEVERE WINTER STORM,1681,"55,593"
19860,12/8/07,2007,12,Winter Storm,MO,Henry County,SEVERE WINTER STORMS,3281,"68,898"
19976,2/15/15,2015,2,Winter Storm,GA,Banks County,SEVERE WINTER STORM,4215,"57,919"
19992,11/27/15,2015,11,Winter Storm,OK,Alfalfa County,SEVERE WINTER STORMS AND FLOODING,4247,"68,679"
20013,2/15/15,2015,2,Winter Storm,TN,Anderson County,SEVERE WINTER STORM AND FLOODING,4211,"41,220"
20058,1/13/17,2017,1,Winter Storm,KS,Barton County,SEVERE WINTER STORM,4304,"81,823"
20078,4/14/11,2011,4,Severe Storm,AR,Baxter County,"SEVERE STORMS, TORNADOES, AND ASSOCIATED FLOODING",1975,"52,075"
20138,9/7/11,2011,9,Severe Storm,NY,Albany County,REMNANTS OF Tropical Sorm,3341,
20153,10/29/11,2011,10,Severe Storm,NH,Belknap County,SEVERE STORM,3344,"8,969"
20163,2/1/11,2011,2,Severe Storm,NM,San Felipe Pueblo Indian Reservation,SEVERE WINTER STORM AND EXTREME COLD TEMPERATURES,1962,"121,365"
20178,1/13/11,2011,1,Severe Storm,OR,Clackamas County,"SEVERE WINTER STORM, FLOODING, MUDSLIDES, LANDSLIDES, AND DEBRIS FLOWS",1956,"96,003"
20184,9/28/11,2011,9,Severe Storm,NJ,Hunterdon County,REMNANTS OF Tropical Sorm,4039,"7,419"
20189,4/12/11,2011,4,Severe Storm,KY,Anderson County,"SEVERE STORMS, TORNADOES, AND FLOODING",1976,"39,732"
20268,10/29/11,2011,10,Severe Storm,NH,Hillsborough County,SEVERE STORM AND SNOWSTORM,4049,"8,969"
20270,12/26/10,2010,12,Severe Storm,NY,Bronx County,SEVERE WINTER STORM AND SNOWSTORM,1957,
20280,7/1/11,2011,7,Severe Storm,MN,Mille Lacs Indian Reservation,"SEVERE STORMS, FLOODING, AND TORNADOES",4009,"79,617"
20296,5/22/11,2011,5,Severe Storm,OK,Blaine County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1989,"68,679"
20311,5/21/11,2011,5,Severe Storm,MN,Anoka County,SEVERE STORMS AND TORNADOES,1990,"79,617"
20313,10/29/11,2011,10,Severe Storm,CT,Fairfield County,SEVERE STORM,4046,"4,845"
20320,4/21/11,2011,4,Severe Storm,OK,Adair County,SEVERE STORMS AND FLOODING,1988,"68,679"
20330,9/7/11,2011,9,Severe Storm,NY,Montgomery County,REMNANTS OF Tropical Sorm,4031,
20345,12/12/10,2010,12,Severe Storm,ME,Aroostook County,SEVERE STORMS AND FLOODING,1953,"30,865"
20348,4/16/11,2011,4,Severe Storm,NC,Alamance County,"SEVERE STORMS, TORNADOES, AND FLOODING",1969,"48,718"
20368,4/19/11,2011,4,Severe Storm,MO,Barry County,"SEVERE STORMS, TORNADOES, AND FLOODING",1980,"68,898"
20409,10/29/11,2011,10,Severe Storm,MA,Berkshire County,SEVERE STORM,3343,"7,838"
20417,4/9/11,2011,4,Severe Storm,IA,Buena Vista County,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",1977,"55,875"
20423,4/25/11,2011,4,Severe Storm,PA,Bradford County,SEVERE STORMS AND FLOODING,4003,"44,820"
20428,4/14/11,2011,4,Severe Storm,OK,Pushmataha County,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",1970,"68,679"
20430,7/27/11,2011,7,Severe Storm,IA,Dubuque County,SEVERE STORMS AND FLOODING,4018,"55,875"
20432,7/9/11,2011,7,Severe Storm,IA,Benton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4016,"55,875"
20438,4/25/11,2011,4,Severe Storm,TN,Benton County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND ASSOCIATED FLOODING",1974,"41,220"
20490,2/28/11,2011,2,Severe Storm,TN,Fentress County,"SEVERE STORMS, TORNADOES, AND FLOODING",1965,"41,220"
20503,4/19/11,2011,4,Severe Storm,TN,Benton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",1979,"41,220"
20521,1/11/11,2011,1,Severe Storm,WA,King County,"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES",1963,"66,582"
20528,1/31/11,2011,1,Severe Storm,OK,Craig County,SEVERE WINTER STORM AND SNOWSTORM,1985,"68,679"
20544,6/19/11,2011,6,Severe Storm,KY,Breathitt County,"SEVERE STORMS, TORNADOES, AND FLOODING",4008,"39,732"
20551,4/4/11,2011,4,Severe Storm,TN,Chester County,"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1978,"41,220"
20560,4/29/11,2011,4,Severe Storm,ND,Bottineau County,SEVERE WINTER STORM,1986,"68,994"
20569,6/19/11,2011,6,Severe Storm,NE,Buffalo County,"SEVERE STORMS, TORNADOES, STRAIGHT LINE WINDS, AND FLOODING",4014,"76,878"
20581,10/29/11,2011,10,Severe Storm,CT,Fairfield County,SEVERE STORM,3342,"4,845"
20589,9/8/11,2011,9,Severe Storm,VA,Caroline County,THE REMNANTS OF Tropical Sorm,4045,"39,598"
20597,1/31/11,2011,1,Severe Storm,MO,Adair County,SEVERE WINTER STORM,3317,"68,898"
20712,5/26/11,2011,5,Severe Storm,VT,Essex County,SEVERE STORMS AND FLOODING,4001,"9,249"
20716,4/27/11,2011,4,Severe Storm,AL,Autauga County,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",3319,"50,750"
20783,4/27/11,2011,4,Severe Storm,GA,Jasper County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND ASSOCIATED FLOODING",1973,"57,919"
20809,6/18/11,2011,6,Severe Storm,TN,Anderson County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND",4005,"41,220"
20816,4/23/11,2011,4,Severe Storm,VT,Washington County,SEVERE STORMS AND FLOODING,1995,"9,249"
20824,5/20/11,2011,5,Severe Storm,VT,Franklin County,SEVERE STORMS AND FLOODING,4043,"9,249"
20827,11/8/11,2011,11,Severe Storm,AK,Lower Kuskokwim Regional Educational Attendance Area,SEVERE WINTER STORMS AND FLOODING,4050,"570,641"
20832,5/18/11,2011,5,Severe Storm,WY,Wind River Indian Reservation,"SEVERE STORMS, FLOODING, AND LANDSLIDES",4007,"97,105"
20848,4/15/11,2011,4,Severe Storm,MS,Benton County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND ASSOCIATED FLOODING",1972,"46,914"
20888,4/19/11,2011,4,Severe Storm,IN,Benton County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND",1997,"35,870"
20924,1/31/11,2011,1,Severe Storm,MO,Adair County,SEVERE WINTER STORM AND SNOWSTORM,1961,"68,898"
20986,5/19/11,2011,5,Severe Storm,KS,Barton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4010,"81,823"
21011,4/4/11,2011,4,Severe Storm,MT,Northern Cheyenne Indian Reservation,SEVERE STORMS AND FLOODING,1996,"145,556"
21066,10/29/11,2011,10,Severe Storm,NJ,Bergen County,SEVERE STORM,4048,"7,419"
21077,8/13/11,2011,8,Severe Storm,NJ,Cumberland County,SEVERE STORMS AND FLOODING,4033,"7,419"
21080,4/4/11,2011,4,Severe Storm,OH,Adams County,SEVERE STORMS AND FLOODING,4002,"40,953"
21101,4/15/11,2011,4,Severe Storm,AL,Baldwin County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1971,"50,750"
21168,4/19/11,2011,4,Severe Storm,IL,Hamilton County,SEVERE STORMS AND FLOODING,1991,"55,593"
21189,1/31/11,2011,1,Severe Storm,OK,Adair County,SEVERE WINTER STORM,3316,"68,679"
21266,5/24/11,2011,5,Severe Storm,AR,Crawford County,"SEVERE STORMS, TORNADOES, AND FLOODING",4000,"52,075"
21269,3/26/04,2004,3,Severe Storm,ND,Standing Rock Sioux Tribe of North & South Dakota,"SEVERE STORMS, FLOODING, AND GROUND SATURATION",1515,"68,994"
21291,5/18/04,2004,5,Severe Storm,MO,Adair County,"SEVERE STORMS, TORNADOES, AND FLOODING",1524,"68,898"
21328,5/27/04,2004,5,Severe Storm,WV,Boone County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1522,"24,087"
21352,4/19/04,2004,4,Severe Storm,AR,Baxter County,"SEVER STORMS, FLOODING AND LANDSLIDES",1516,"52,075"
21366,5/20/04,2004,5,Severe Storm,NE,Antelope County,"SEVERE STORMS, TORNADOES AND FLOODING",1517,"76,878"
21405,7/27/04,2004,7,Severe Storm,PA,Berks County,SEVERE STORMS AND FLOODING,1538,"44,820"
21412,8/12/04,2004,8,Severe Storm,VT,Addison County,SEVERE STORMS AND FLOODING,1559,"9,249"
21419,8/13/04,2004,8,Severe Storm,NY,Chautauqua County,SEVERE STORMS AND FLOODING,1564,
21437,5/7/04,2004,5,Severe Storm,WI,Brown County,SEVERE STORMS AND FLOODING,1526,"54,314"
21481,8/27/04,2004,8,Severe Storm,KS,Douglas County,"SEVERE STORMS, FLOODING, AND TORNADOES",1562,"81,823"
21483,7/22/04,2004,7,Severe Storm,WV,Fayette County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1536,"24,087"
21487,5/12/04,2004,5,Severe Storm,LA,Acadia Parish,SEVERE STORMS AND FLOODING,1521,"43,566"
21496,7/13/04,2004,7,Severe Storm,KY,Adair County,SEVERE STORMS AND FLOODING,1537,"39,732"
21523,12/26/03,2003,12,Severe Storm,OR,Baker County,SEVERE WINTER STORMS,1510,"96,003"
21553,5/28/04,2004,5,Severe Storm,SD,Rosebud Indian Reservation,SEVERE STORMS AND FLOODING,1531,"75,898"
21563,1/3/04,2004,1,Severe Storm,OH,Athens County,"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES",1507,"40,953"
21577,4/20/04,2004,4,Severe Storm,IL,Kankakee County,SEVERE STORMS AND TORNADOES,1513,"55,593"
21581,5/25/04,2004,5,Severe Storm,IN,Union County,"SEVERE STORMS, TORNADOES, AND FLOODING",1520,"35,870"
21650,9/27/04,2004,9,Severe Storm,VA,Alleghany County,SEVERE STORMS AND FLOODING FROM THE REMANANTS OF HURRICANE JEANNE,1570,"39,598"
21660,9/18/04,2004,9,Severe Storm,NJ,Hunterdon County,SEVERE STORMS AND FLOODING,1563,"7,419"
21664,9/16/04,2004,9,Severe Storm,NY,Schoharie County,TROPICAL DEPRESSION IVAN,1565,
21673,5/18/04,2004,5,Severe Storm,OH,Jefferson County,SEVERE STORMS AND FLOODING,1519,"40,953"
21698,7/12/04,2004,7,Severe Storm,NJ,Burlington County,SEVERE STORMS AND FLOODING,1530,"7,419"
21700,9/8/04,2004,9,Severe Storm,PA,Adams County,SEVERE STORMS AND FLOODING ASSOCIATED WITH TROPICAL DEPRESSION FRANCES,1555,"44,820"
21767,9/28/04,2004,9,Severe Storm,DE,New Castle County,"SEVERE STORMS, TORNADOES, AND FLOODING FROM THE REMNANTS OF ",1572,"1,955"
21768,12/10/03,2003,12,Severe Storm,ME,Franklin County,"SEVERE STORMS, FLOODING, SNOW MELT AND ICE JAMS",1508,"30,865"
21775,8/28/04,2004,8,Severe Storm,SC,Berkeley County,Tropical Sorm,1547,"30,111"
21778,5/24/04,2004,5,Severe Storm,VA,Buchanan County,"SEVERE STORMS, TORNADOES, AND FLOODING",1525,"39,598"
21782,9/16/04,2004,9,Severe Storm,TN,Campbell County,SEVERE STORMS AND FLOODING,1568,"41,220"
21797,8/27/04,2004,8,Severe Storm,OH,Adams County,SEVERE STORMS AND FLOODING,1556,"40,953"
21885,5/26/04,2004,5,Severe Storm,KY,Bath County,"SEVERE STORMS, TORNADOES, FLOODING, AND MUDSLIDES",1523,"39,732"
21963,4/2/04,2004,4,Severe Storm,NM,Bernalillo County,SEVERE STORMS AND FLOODING,1514,"121,365"
21967,5/30/04,2004,5,Severe Storm,AR,Benton County,SEVERE STORMS AND FLOODING,1528,"52,075"
21981,7/3/04,2004,7,Severe Storm,IN,Clark County,"SEVERE STORMS, TORNADOES AND FLOODING",1542,"35,870"
22001,5/20/04,2004,5,Severe Storm,MI,Arenac County,"SEVERE STORMS, TORNADOES, AND FLOODING",1527,"56,539"
22027,6/12/04,2004,6,Severe Storm,KS,Rooks County,"SEVERE STORMS, FLOODING, AND TORNADOES",1535,"81,823"
22056,5/13/04,2004,5,Severe Storm,NY,Albany County,SEVERE STORMS AND FLOODING,1534,
22118,9/16/04,2004,9,Severe Storm,WV,Boone County,"SEVERE STORMS, FLOODING, AND LANDSLIDES",1558,"24,087"
22140,9/14/04,2004,9,Severe Storm,MN,Olmsted County,SEVERE STORMS AND FLOODING,1569,"79,617"
22147,5/19/04,2004,5,Severe Storm,IA,Ida County,"SEVERE STORMS, TORNADOES, AND FLOODING",1518,"55,875"
22224,8/30/04,2004,8,Severe Storm,VA,Charles City County,"SEVERE STORMS, FLOODING AND TORNADOES ASSOCIATED W TD GASTON",1544,"39,598"
22236,10/18/04,2004,10,Severe Storm,AK,Pribilof Island Regional Educational Attendance Area,"SEVERE WINTER STORM, TIDAL SURGES AND FLOODING",1571,"570,641"
22242,1/7/08,2008,1,Severe Storm,IN,Huntington County,SEVERE STORMS AND FLOODING,1740,"35,870"
22263,9/12/08,2008,9,Severe Storm,KY,Ballard County,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,1802,"39,732"
22298,9/4/08,2008,9,Severe Storm,NC,Beaufort County,Tropical Sorm,1801,"48,718"
22302,12/11/08,2008,12,Severe Storm,NH,Belknap County,SEVERE WINTER STORM,3297,"8,969"
22312,7/21/08,2008,7,Severe Storm,VT,Addison County,SEVERE STORMS AND FLOODING,1790,"9,249"
22319,6/27/08,2008,6,Severe Storm,NE,Dodge County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",1779,"76,878"
22323,1/7/08,2008,1,Severe Storm,MO,Barry County,"SEVERE STORMS, TORNADOES, AND FLOODING",1742,"68,898"
22332,12/11/08,2008,12,Severe Storm,NY,Albany County,SEVERE WINTER STORM,3299,
22348,4/4/08,2008,4,Severe Storm,MS,Hinds County,SEVERE STORMS AND TORNADOES,1764,"46,914"
22349,6/6/08,2008,6,Severe Storm,MI,Allegan County,"SEVERE STORMS, TORNADOES, AND FLOODING",1777,"56,539"
22361,3/14/08,2008,3,Severe Storm,GA,Bartow County,SEVERE STORMS AND TORNADOES,1750,"57,919"
22368,5/25/08,2008,5,Severe Storm,IA,Carroll County,"SEVERE STORMS, TORNADOES, AND FLOODING",1763,"55,875"
22453,6/1/08,2008,6,Severe Storm,MO,Atchison County,SEVERE STORMS AND FLOODING,1773,"68,898"
22514,5/1/08,2008,5,Severe Storm,MT,Carter County,SEVERE WINTER STORM,1767,"145,556"
22518,6/2/08,2008,6,Severe Storm,SD,Cheyenne River Indian Reservation,SEVERE STORMS AND FLOODING,1774,"75,898"
22548,5/2/08,2008,5,Severe Storm,AR,Benton County,"SEVERE STORMS, FLOODING, AND TORNADOES",1758,"52,075"
22560,3/17/08,2008,3,Severe Storm,MO,Audrain County,SEVERE STORMS AND FLOODING,1749,"68,898"
22631,12/11/08,2008,12,Severe Storm,ME,Cumberland County,SEVERE WINTER STORM,3298,"30,865"
22637,6/6/08,2008,6,Severe Storm,MN,Cook County,SEVERE STORMS AND FLOODING,1772,"79,617"
22643,9/13/08,2008,9,Severe Storm,AR,Carroll County,Tropical Sorm,1804,"52,075"
22663,9/14/08,2008,9,Severe Storm,OH,Ashland County,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,1805,"40,953"
22696,5/22/08,2008,5,Severe Storm,NE,Adams County,"SEVERE STORMS, TORNADOES, AND FLOODING",1770,"76,878"
22758,9/12/08,2008,9,Severe Storm,AL,Baldwin County,SEVERE STORMS AND FLOODING ASSOCIATED WITH HURRICANE IKE,1797,"50,750"
22760,5/11/08,2008,5,Severe Storm,GA,Crawford County,SEVERE STORMS AND TORNADOES,1761,"57,919"
22774,9/13/08,2008,9,Severe Storm,IL,Bureau County,SEVERE STORMS AND FLOODING,1800,"55,593"
22790,2/5/08,2008,2,Severe Storm,AR,Independence County,"SEVERE STORMS, TORNADOES, AND FLOODING",1744,"52,075"
22802,9/12/08,2008,9,Severe Storm,OK,Alfalfa County,"SEVERE STORMS, TORNADOES, AND FLOODING",1803,"68,679"
22813,5/22/08,2008,5,Severe Storm,KS,Barber County,"SEVERE STORMS, FLOODING AND TORNADOES",1776,"81,823"
22867,9/12/08,2008,9,Severe Storm,IN,Daviess County,SEVERE STORMS AND FLOODING,1795,"35,870"
22905,6/14/08,2008,6,Severe Storm,VT,Addison County,SEVERE STORMS AND FLOODING,1778,"9,249"
22907,6/1/08,2008,6,Severe Storm,IL,Greene County,SEVERE STORMS AND FLOODING,1771,"55,593"
22932,6/5/08,2008,6,Severe Storm,WI,Lafayette County,"SEVERE STORMS, TORNADOES, AND FLOODING",1768,"54,314"
22963,12/6/07,2007,12,Severe Storm,KS,Atchison County,SEVERE WINTER STORMS,1741,"81,823"
23023,7/26/08,2008,7,Severe Storm,NM,Lincoln County,SEVERE STORMS AND FLOODING,1783,"121,365"
23025,7/27/08,2008,7,Severe Storm,AK,Denali Borough,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1796,"570,641"
23029,1/5/08,2008,1,Severe Storm,NV,Lyon County,SEVERE WINTER STORMS AND FLOODING,1738,"109,806"
23030,2/5/08,2008,2,Severe Storm,TN,Fentress County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING ",1745,"41,220"
23049,4/3/08,2008,4,Severe Storm,KY,Anderson County,"SEVERE STORMS, TORNADOES, FLOODING, MUDSLIDES, AND LANDSLIDES",1757,"39,732"
23064,9/11/08,2008,9,Severe Storm,MO,Wright County," SEVERE STORMS, FLOODING, AND A TORNADO",1809,"68,898"
23120,2/5/08,2008,2,Severe Storm,KY,Adair County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND",1746,"39,732"
23143,3/18/08,2008,3,Severe Storm,AR,Faulkner County,"SEVERE STORMS, TORNADOES, AND FLOODING",1751,"52,075"
23202,12/4/07,2007,12,Severe Storm,HI,Hawaii County,"SEVERE STORMS, HIGH SURF, FLOODING, AND MUDSLIDES",1743,"6,423"
23205,7/18/08,2008,7,Severe Storm,ME,Androscoggin County,"SEVERE STORMS, FLOODING, AND TORNADOES",1788,"30,865"
23208,5/10/08,2008,5,Severe Storm,OK,Pittsburg County," SEVERE STORMS, TORNADOES, AND FLOODING",1756,"68,679"
23212,5/10/08,2008,5,Severe Storm,MO,Barry County,SEVERE STORMS AND TORNADOES,1760,"68,898"
23215,3/17/08,2008,3,Severe Storm,OK,Adair County,"SEVERE STORMS, TORNADOES, AND FLOODING",1752,"68,679"
23229,9/11/08,2008,9,Severe Storm,KS,Anderson County,"SEVERE STORMS, FLOODING, AND TORNADOES",1808,"81,823"
23238,9/6/08,2008,9,Severe Storm,NH,Hillsborough County,SEVERE STORMS AND FLOODING,1799,"8,969"
23240,5/30/08,2008,5,Severe Storm,IN,Benton County,"SEVERE STORMS, FLOODING, AND TORNADOES",1766,"35,870"
23290,4/23/08,2008,4,Severe Storm,NE,Gage County,"SEVERE STORMS, TORNADOES, AND FLOODING",1765,"76,878"
23295,8/18/08,2008,8,Severe Storm,FL,Alachua County,Tropical Sorm,3288,"53,997"
23362,7/18/08,2008,7,Severe Storm,VT,Caledonia County,"SEVERE STORMS, A TORNADO, AND FLOODING",1784,"9,249"
23365,8/18/08,2008,8,Severe Storm,FL,Calhoun County,Tropical Sorm,1785,"53,997"
23409,6/3/08,2008,6,Severe Storm,OK,Alfalfa County,SEVERE STORMS AND FLOODING,1775,"68,679"
23435,1/7/08,2008,1,Severe Storm,IL,Iroquois County,SEVERE STORMS AND FLOODING,1747,"55,593"
23437,6/3/08,2008,6,Severe Storm,WV,Braxton County,"SEVERE STORMS, TORNADOES, FLOODING, MUDSLIDES, AND",1769,"24,087"
23455,5/22/08,2008,5,Severe Storm,CO,Larimer County,SEVERE STORMS AND TORNADOES,1762,"103,730"
23457,3/20/08,2008,3,Severe Storm,MS,Bolivar County,SEVERE STORMS AND FLOODING,1753,"46,914"
23461,7/24/08,2008,7,Severe Storm,NH,Belknap County,SEVERE STORMS AND FLOODING,1787,"8,969"
23465,12/11/08,2008,12,Severe Storm,MA,Berkshire County,SEVERE WINTER STORM,3296,"7,838"
23474,7/24/08,2008,7,Severe Storm,NH,Belknap County,"SEVERE STORMS, TORNADO, AND FLOODING",1782,"8,969"
23479,7/11/16,2016,7,Severe Storm,WI,Bad River Indian Reservation,SEVERE STORMS AND FLOODING,4276,"54,314"
23488,12/23/15,2015,12,Severe Storm,AL,Autauga County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4251,"50,750"
23527,12/26/15,2015,12,Severe Storm,OK,Adair County,SEVERE WINTER STORMS AND FLOODING,4256,"68,679"
23569,9/2/16,2016,9,Severe Storm,KS,Cheyenne County,SEVERE STORMS AND FLOODING,4287,"81,823"
23582,12/23/15,2015,12,Severe Storm,MS,Tallahatchie County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4248,"46,914"
23594,3/8/16,2016,3,Severe Storm,AR,Arkansas County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4270,"52,075"
23606,12/16/15,2015,12,Severe Storm,ID,Benewah County,SEVERE WINTER STORMS,4252,"82,751"
23609,11/12/15,2015,11,Severe Storm,WA,Chelan County,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4249,"66,582"
23625,12/6/15,2015,12,Severe Storm,OR,Clackamas County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4258,"96,003"
23639,4/15/16,2016,4,Severe Storm,MT,Pondera County,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,4271,"145,556"
23644,12/12/15,2015,12,Severe Storm,AK,Aleutians West Census Area,SEVERE STORM,4257,"570,641"
23645,12/22/15,2015,12,Severe Storm,GA,Baker County,SEVERE STORMS AND FLOODING,4259,"57,919"
23679,12/26/15,2015,12,Severe Storm,AR,Boone County,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4254,"52,075"
23717,7/2/16,2016,7,Severe Storm,KY,Adair County,"SEVERE STORM, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4278,"39,732"
23737,1/22/16,2016,1,Severe Storm,NJ,Atlantic County,SEVERE WINTER STORM AND SNOWSTORM,4264,"7,419"
23754,12/26/15,2015,12,Severe Storm,TX,Bailey County,"SEVERE WINTER STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4255,"261,914"
23805,3/30/06,2006,3,Severe Storm,MO,Butler County,"SEVERE STORMS, TORNADOES, AND FLOODING",1635,"68,898"
23812,3/12/06,2006,3,Severe Storm,KS,Douglas County,"SEVERE STORMS, TORNADOES, AND STRAIGHT LINE WINDS",1638,"81,823"
23814,3/11/06,2006,3,Severe Storm,IL,Logan County,TORNADOES AND SEVERE STORMS,1633,"55,593"
23820,7/27/06,2006,7,Severe Storm,TX,Hudspeth County,SEVERE STORMS AND FLOODING,1658,"261,914"
23822,11/27/05,2005,11,Severe Storm,ND,Cass County,SEVERE WINTER STORM,1621,"68,994"
23826,3/29/06,2006,3,Severe Storm,CA,Alameda County,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1646,"155,973"
23843,6/23/06,2006,6,Severe Storm,NJ,Sussex County,SEVERE STORMS AND FLOODING,1653,"7,419"
23847,3/8/06,2006,3,Severe Storm,MO,Bollinger County,"SEVERE STORMS, TORNADOES AND FLOODING",1631,"68,898"
23888,6/22/06,2006,6,Severe Storm,MD,Caroline County,"SEVERE STORMS, FLOODING, AND TORNADOES",1652,"9,775"
23891,10/8/06,2006,10,Severe Storm,AK,Kenai Peninsula Borough,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1669,"570,641"
23894,11/30/06,2006,11,Severe Storm,MO,Boone County,SEVERE WINTER STORMS,1673,"68,898"
23908,11/27/05,2005,11,Severe Storm,MN,Big Stone County,SEVERE WINTER STORM,1622,"79,617"
