date,year,month,category,state,county,title,fema_number,area(sq_miles),thousand_square_miles,first,last,change
9/8/2020,2020,9,Fire,OR,Tillamook County,PIKE ROAD FIRE,5368,"96,003",96.003,44.93272727272728,46.51090909090909,1.578181818181811
9/7/2020,2020,9,Fire,OR,Tillamook County,WILDFIRES AND STRAIGHT-LINE WINDS,4562,"96,003",96.003,44.93272727272728,46.51090909090909,1.578181818181811
10/26/2020,2020,10,Tropical Storm,LA,St. Bernard Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/4/2020,2020,8,Tropical Storm,CT,Middlesex County,TROPICAL STORM ISAIAS,4580,"4,845",4.845,45.65272727272727,49.14181818181818,3.489090909090912
10/26/2020,2020,10,Tropical Storm,LA,Livingston Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/29/2020,2020,10,Tropical Storm,GA,Lumpkin County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/4/2020,2020,8,Tropical Storm,CT,Hartford County,TROPICAL STORM ISAIAS,4580,"4,845",4.845,45.65272727272727,49.14181818181818,3.489090909090912
10/29/2020,2020,10,Tropical Storm,GA,Cherokee County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/26/2020,2020,10,Tropical Storm,LA,Evangeline Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/29/2020,2020,10,Tropical Storm,GA,Habersham County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/29/2020,2020,10,Tropical Storm,GA,Pickens County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/29/2020,2020,10,Tropical Storm,GA,Haralson County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/26/2020,2020,10,Tropical Storm,LA,Orleans Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Lafayette Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Terrebonne Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/29/2020,2020,10,Tropical Storm,GA,Stephens County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/4/2020,2020,8,Tropical Storm,CT,New London County,TROPICAL STORM ISAIAS,4580,"4,845",4.845,45.65272727272727,49.14181818181818,3.489090909090912
8/4/2020,2020,8,Tropical Storm,CT,Tolland County,TROPICAL STORM ISAIAS,4580,"4,845",4.845,45.65272727272727,49.14181818181818,3.489090909090912
10/26/2020,2020,10,Tropical Storm,LA,Iberville Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Lafourche Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/4/2020,2020,8,Tropical Storm,CT,New Haven County,TROPICAL STORM ISAIAS,4580,"4,845",4.845,45.65272727272727,49.14181818181818,3.489090909090912
10/26/2020,2020,10,Tropical Storm,LA,St. John the Baptist Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Jefferson Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,East Baton Rouge Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Vermilion Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,St. Tammany Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/4/2020,2020,8,Tropical Storm,CT,Litchfield County,TROPICAL STORM ISAIAS,4580,"4,845",4.845,45.65272727272727,49.14181818181818,3.489090909090912
10/26/2020,2020,10,Tropical Storm,LA,Washington Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/29/2020,2020,10,Tropical Storm,GA,Heard County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/29/2020,2020,10,Tropical Storm,GA,Fannin County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/26/2020,2020,10,Tropical Storm,LA,St. Landry Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Jefferson Davis Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,St. Helena Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/4/2020,2020,8,Tropical Storm,CT,Windham County,TROPICAL STORM ISAIAS,4580,"4,845",4.845,45.65272727272727,49.14181818181818,3.489090909090912
10/26/2020,2020,10,Tropical Storm,LA,Calcasieu Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/29/2020,2020,10,Tropical Storm,GA,Forsyth County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/29/2020,2020,10,Tropical Storm,GA,Gilmer County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/29/2020,2020,10,Tropical Storm,GA,Towns County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/26/2020,2020,10,Tropical Storm,LA,Iberia Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Ascension Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/29/2020,2020,10,Tropical Storm,GA,Banks County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/26/2020,2020,10,Tropical Storm,LA,Allen Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Pointe Coupee Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/29/2020,2020,10,Tropical Storm,GA,Hall County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/4/2020,2020,8,Tropical Storm,CT,Mohegan Trust Lands,TROPICAL STORM ISAIAS,4580,"4,845",4.845,45.65272727272727,49.14181818181818,3.489090909090912
8/3/2020,2020,8,Tropical Storm,MD,Dorchester County,TROPICAL STORM ISAIAS,4583,"9,775",9.775,51.12181818181818,54.761818181818185,3.6400000000000077
10/26/2020,2020,10,Tropical Storm,LA,St. Charles Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,St. Martin Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/29/2020,2020,10,Tropical Storm,GA,Carroll County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/26/2020,2020,10,Tropical Storm,LA,Assumption Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/29/2020,2020,10,Tropical Storm,GA,Rabun County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
8/4/2020,2020,8,Tropical Storm,CT,Fairfield County,TROPICAL STORM ISAIAS,4580,"4,845",4.845,45.65272727272727,49.14181818181818,3.489090909090912
10/26/2020,2020,10,Tropical Storm,LA,West Feliciana Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,St. Mary Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/3/2020,2020,8,Tropical Storm,MD,St. Mary's County,TROPICAL STORM ISAIAS,4583,"9,775",9.775,51.12181818181818,54.761818181818185,3.6400000000000077
10/26/2020,2020,10,Tropical Storm,LA,Beauregard Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,East Feliciana Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Cameron Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/29/2020,2020,10,Tropical Storm,GA,Union County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/26/2020,2020,10,Tropical Storm,LA,St. James Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Plaquemines Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/29/2020,2020,10,Tropical Storm,GA,White County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/29/2020,2020,10,Tropical Storm,GA,Franklin County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/26/2020,2020,10,Tropical Storm,LA,Tangipahoa Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/29/2020,2020,10,Tropical Storm,GA,Dawson County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/26/2020,2020,10,Tropical Storm,LA,Acadia Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/29/2020,2020,10,Tropical Storm,GA,Douglas County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/29/2020,2020,10,Tropical Storm,GA,Paulding County,TROPICAL STORM ZETA,4579,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
10/26/2020,2020,10,Tropical Storm,LA,West Baton Rouge Parish,HURRICANE ZETA,4577,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/3/2020,2020,8,Tropical Storm,MD,Calvert County,TROPICAL STORM ISAIAS,4583,"9,775",9.775,51.12181818181818,54.761818181818185,3.6400000000000077
8/4/2020,2020,8,Tropical Storm,CT,Mashantucket Pequot Indian Reservation,TROPICAL STORM ISAIAS,4580,"4,845",4.845,45.65272727272727,49.14181818181818,3.489090909090912
7/25/2020,2020,7,Tropical Storm,TX,Brooks County,HURRICANE HANNA,3530,"261,914",261.914,62.785454545454535,65.07818181818182,2.2927272727272836
8/26/2020,2020,8,Tropical Storm,AR,Logan County,HURRICANE LAURA,3541,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
8/26/2020,2020,8,Tropical Storm,AR,Craighead County,HURRICANE LAURA,3541,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
6/5/2020,2020,6,Tropical Storm,LA,Vernon Parish,TROPICAL STORM CRISTOBAL,3527,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,Vernon Parish,HURRICANE LAURA,4559,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,Vernon Parish,HURRICANE DELTA,4570,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,Vernon Parish,HURRICANE DELTA,3547,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,Vernon Parish,TROPICAL STORMS LAURA  AND MARCO,3538,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
9/13/2020,2020,9,Tropical Storm,LA,Vernon Parish,HURRICANE SALLY,3543,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Vernon Parish,TROPICAL STORM ZETA,3549,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
6/5/2020,2020,6,Tropical Storm,LA,Concordia Parish,TROPICAL STORM CRISTOBAL,3527,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,Concordia Parish,HURRICANE LAURA,4559,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,Concordia Parish,HURRICANE DELTA,4570,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,Concordia Parish,HURRICANE DELTA,3547,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,Concordia Parish,TROPICAL STORMS LAURA  AND MARCO,3538,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
9/13/2020,2020,9,Tropical Storm,LA,Concordia Parish,HURRICANE SALLY,3543,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Concordia Parish,TROPICAL STORM ZETA,3549,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
9/14/2020,2020,9,Tropical Storm,AL,Coosa County,HURRICANE SALLY,3545,"50,750",50.75,60.57636363636364,63.30727272727273,2.730909090909094
10/28/2020,2020,10,Tropical Storm,AL,Coosa County,HURRICANE ZETA,4573,"50,750",50.75,60.57636363636364,63.30727272727273,2.730909090909094
6/5/2020,2020,6,Tropical Storm,LA,St. Bernard Parish,TROPICAL STORM CRISTOBAL,3527,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,St. Bernard Parish,HURRICANE LAURA,4559,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,St. Bernard Parish,HURRICANE DELTA,4570,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,St. Bernard Parish,HURRICANE DELTA,3547,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,St. Bernard Parish,TROPICAL STORMS LAURA  AND MARCO,3538,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
9/13/2020,2020,9,Tropical Storm,LA,St. Bernard Parish,HURRICANE SALLY,3543,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,St. Bernard Parish,TROPICAL STORM ZETA,3549,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
7/31/2020,2020,7,Tropical Storm,NC,Person County,HURRICANE ISAIAS,3534,"48,718",48.718,55.874545454545455,58.95818181818182,3.0836363636363657
8/23/2020,2020,8,Tropical Storm,TX,Orange County,TROPICAL STORMS MARCO AND LAURA,3540,"261,914",261.914,62.785454545454535,65.07818181818182,2.2927272727272836
8/23/2020,2020,8,Tropical Storm,TX,Orange County,HURRICANE LAURA,4572,"261,914",261.914,62.785454545454535,65.07818181818182,2.2927272727272836
8/23/2020,2020,8,Tropical Storm,TX,Red River County,TROPICAL STORMS MARCO AND LAURA,3540,"261,914",261.914,62.785454545454535,65.07818181818182,2.2927272727272836
8/4/2020,2020,8,Tropical Storm,CT,Middlesex County,TROPICAL STORM ISAIAS,3535,"4,845",4.845,45.65272727272727,49.14181818181818,3.489090909090912
6/5/2020,2020,6,Tropical Storm,LA,Livingston Parish,TROPICAL STORM CRISTOBAL,3527,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,Livingston Parish,HURRICANE LAURA,4559,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,Livingston Parish,HURRICANE DELTA,4570,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,Livingston Parish,HURRICANE DELTA,3547,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,Livingston Parish,TROPICAL STORMS LAURA  AND MARCO,3538,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
9/13/2020,2020,9,Tropical Storm,LA,Livingston Parish,HURRICANE SALLY,3543,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Livingston Parish,TROPICAL STORM ZETA,3549,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/23/2020,2020,8,Tropical Storm,TX,Gregg County,TROPICAL STORMS MARCO AND LAURA,3540,"261,914",261.914,62.785454545454535,65.07818181818182,2.2927272727272836
8/23/2020,2020,8,Tropical Storm,TX,Walker County,TROPICAL STORMS MARCO AND LAURA,3540,"261,914",261.914,62.785454545454535,65.07818181818182,2.2927272727272836
8/26/2020,2020,8,Tropical Storm,AR,Greene County,HURRICANE LAURA,3541,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
8/23/2020,2020,8,Tropical Storm,MS,Jefferson Davis County,HURRICANE MARCO AND TROPICAL STORM LAURA,3539,"46,914",46.914,61.17454545454545,63.839999999999996,2.665454545454544
9/14/2020,2020,9,Tropical Storm,MS,Jefferson Davis County,HURRICANE SALLY,3544,"46,914",46.914,61.17454545454545,63.839999999999996,2.665454545454544
10/7/2020,2020,10,Tropical Storm,MS,Jefferson Davis County,HURRICANE DELTA,3548,"46,914",46.914,61.17454545454545,63.839999999999996,2.665454545454544
8/26/2020,2020,8,Tropical Storm,AR,Cleveland County,HURRICANE LAURA,3541,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
6/5/2020,2020,6,Tropical Storm,LA,Bossier Parish,TROPICAL STORM CRISTOBAL,3527,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,Bossier Parish,HURRICANE LAURA,4559,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,Bossier Parish,HURRICANE DELTA,4570,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,Bossier Parish,HURRICANE DELTA,3547,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,Bossier Parish,TROPICAL STORMS LAURA  AND MARCO,3538,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
9/13/2020,2020,9,Tropical Storm,LA,Bossier Parish,HURRICANE SALLY,3543,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Bossier Parish,TROPICAL STORM ZETA,3549,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/23/2020,2020,8,Tropical Storm,TX,Liberty County,TROPICAL STORMS MARCO AND LAURA,3540,"261,914",261.914,62.785454545454535,65.07818181818182,2.2927272727272836
7/31/2020,2020,7,Tropical Storm,NC,Gaston County,HURRICANE ISAIAS,3534,"48,718",48.718,55.874545454545455,58.95818181818182,3.0836363636363657
7/31/2020,2020,7,Tropical Storm,NC,Sampson County,HURRICANE ISAIAS,3534,"48,718",48.718,55.874545454545455,58.95818181818182,3.0836363636363657
6/5/2020,2020,6,Tropical Storm,LA,Morehouse Parish,TROPICAL STORM CRISTOBAL,3527,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,Morehouse Parish,HURRICANE LAURA,4559,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,Morehouse Parish,HURRICANE DELTA,4570,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,Morehouse Parish,HURRICANE DELTA,3547,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,Morehouse Parish,TROPICAL STORMS LAURA  AND MARCO,3538,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
9/13/2020,2020,9,Tropical Storm,LA,Morehouse Parish,HURRICANE SALLY,3543,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Morehouse Parish,TROPICAL STORM ZETA,3549,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
9/14/2020,2020,9,Tropical Storm,FL,Washington County,HURRICANE SALLY,3546,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
9/14/2020,2020,9,Tropical Storm,FL,Washington County,HURRICANE SALLY,4564,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
8/26/2020,2020,8,Tropical Storm,AR,Newton County,HURRICANE LAURA,3541,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
8/23/2020,2020,8,Tropical Storm,TX,Sabine County,TROPICAL STORMS MARCO AND LAURA,3540,"261,914",261.914,62.785454545454535,65.07818181818182,2.2927272727272836
10/7/2020,2020,10,Tropical Storm,MS,Yazoo County,HURRICANE DELTA,3548,"46,914",46.914,61.17454545454545,63.839999999999996,2.665454545454544
7/31/2020,2020,7,Tropical Storm,NC,Lincoln County,HURRICANE ISAIAS,3534,"48,718",48.718,55.874545454545455,58.95818181818182,3.0836363636363657
7/31/2020,2020,7,Tropical Storm,NC,Chowan County,HURRICANE ISAIAS,4568,"48,718",48.718,55.874545454545455,58.95818181818182,3.0836363636363657
7/31/2020,2020,7,Tropical Storm,NC,Chowan County,HURRICANE ISAIAS,3534,"48,718",48.718,55.874545454545455,58.95818181818182,3.0836363636363657
8/4/2020,2020,8,Tropical Storm,CT,Hartford County,TROPICAL STORM ISAIAS,3535,"4,845",4.845,45.65272727272727,49.14181818181818,3.489090909090912
6/5/2020,2020,6,Tropical Storm,LA,Madison Parish,TROPICAL STORM CRISTOBAL,3527,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,Madison Parish,HURRICANE LAURA,4559,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,Madison Parish,HURRICANE DELTA,4570,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,Madison Parish,HURRICANE DELTA,3547,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,Madison Parish,TROPICAL STORMS LAURA  AND MARCO,3538,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
9/13/2020,2020,9,Tropical Storm,LA,Madison Parish,HURRICANE SALLY,3543,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Madison Parish,TROPICAL STORM ZETA,3549,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
9/14/2020,2020,9,Tropical Storm,AL,Sumter County,HURRICANE SALLY,3545,"50,750",50.75,60.57636363636364,63.30727272727273,2.730909090909094
7/31/2020,2020,7,Tropical Storm,FL,Brevard County,HURRICANE ISAIAS,3533,"53,997",53.997,68.63636363636364,71.9509090909091,3.3145454545454527
6/5/2020,2020,6,Tropical Storm,LA,Evangeline Parish,TROPICAL STORM CRISTOBAL,3527,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,Evangeline Parish,HURRICANE LAURA,4559,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,Evangeline Parish,HURRICANE DELTA,4570,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/6/2020,2020,10,Tropical Storm,LA,Evangeline Parish,HURRICANE DELTA,3547,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/22/2020,2020,8,Tropical Storm,LA,Evangeline Parish,TROPICAL STORMS LAURA  AND MARCO,3538,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
9/13/2020,2020,9,Tropical Storm,LA,Evangeline Parish,HURRICANE SALLY,3543,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
10/26/2020,2020,10,Tropical Storm,LA,Evangeline Parish,TROPICAL STORM ZETA,3549,"43,566",43.566,64.23818181818181,66.66545454545455,2.4272727272727366
8/23/2020,2020,8,Tropical Storm,TX,Jefferson County,TROPICAL STORMS MARCO AND LAURA,3540,"261,914",261.914,62.785454545454535,65.07818181818182,2.2927272727272836
8/23/2020,2020,8,Tropical Storm,TX,Jefferson County,HURRICANE LAURA,4572,"261,914",261.914,62.785454545454535,65.07818181818182,2.2927272727272836
8/26/2020,2020,8,Tropical Storm,AR,Scott County,HURRICANE LAURA,3541,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
7/31/2020,2020,7,Tropical Storm,NC,Lee County,HURRICANE ISAIAS,3534,"48,718",48.718,55.874545454545455,58.95818181818182,3.0836363636363657
8/26/2020,2020,8,Tropical Storm,AR,Randolph County,HURRICANE LAURA,3541,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
7/25/2020,2020,7,Tropical Storm,TX,Duval County,HURRICANE HANNA,3530,"261,914",261.914,62.785454545454535,65.07818181818182,2.2927272727272836
9/14/2020,2020,9,Tropical Storm,AL,Cleburne County,HURRICANE SALLY,3545,"50,750",50.75,60.57636363636364,63.30727272727273,2.730909090909094
8/4/2020,2020,8,Tropical Storm,NJ,Cape May County,TROPICAL STORM ISAIAS,4574,"7,419",7.419,48.99636363636364,52.91818181818182,3.921818181818182
7/31/2020,2020,7,Tropical Storm,NC,Iredell County,HURRICANE ISAIAS,3534,"48,718",48.718,55.874545454545455,58.95818181818182,3.0836363636363657
8/26/2020,2020,8,Tropical Storm,AR,Jefferson County,HURRICANE LAURA,3541,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
8/4/2020,2020,8,Tropical Storm,DE,Kent County,TROPICAL STORM ISAIAS,4566,"1,955",1.955,51.58181818181818,55.45818181818182,3.8763636363636422
9/14/2020,2020,9,Tropical Storm,AL,Pickens County,HURRICANE SALLY,3545,"50,750",50.75,60.57636363636364,63.30727272727273,2.730909090909094
7/31/2020,2020,7,Tropical Storm,NC,Richmond County,HURRICANE ISAIAS,3534,"48,718",48.718,55.874545454545455,58.95818181818182,3.0836363636363657
9/14/2020,2020,9,Tropical Storm,AL,Macon County,HURRICANE SALLY,3545,"50,750",50.75,60.57636363636364,63.30727272727273,2.730909090909094
7/25/2020,2020,7,Tropical Storm,TX,La Salle County,HURRICANE HANNA,3530,"261,914",261.914,62.785454545454535,65.07818181818182,2.2927272727272836
7/31/2020,2020,7,Tropical Storm,NC,Polk County,HURRICANE ISAIAS,3534,"48,718",48.718,55.874545454545455,58.95818181818182,3.0836363636363657
