date,year,month,category,state,county,title,fema_number,area(sq_miles),thousand_square_miles,first,last,change
3/3/2023,2023,3,Severe Storm,KY,Adair County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
2/21/2023,2023,2,Severe Storm,CA,Sacramento County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
2/21/2023,2023,2,Severe Storm,CA,Del Norte County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
7/14/2023,2023,7,Severe Storm,KS,Rawlins County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4747,"81,823",81.823,51.81454545454545,53.261818181818185,1.4472727272727326
3/24/2023,2023,3,Severe Storm,AL,Coosa County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4710,"50,750",50.75,60.57636363636364,63.30727272727273,2.730909090909094
1/12/2023,2023,1,Severe Storm,AL,Coosa County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4684,"50,750",50.75,60.57636363636364,63.30727272727273,2.730909090909094
2/21/2023,2023,2,Severe Storm,CA,Los Angeles County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/1/2023,2023,3,Severe Storm,TN,Campbell County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
6/14/2023,2023,6,Severe Storm,OK,McIntosh County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4721,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
6/14/2023,2023,6,Severe Storm,MS,Itawamba County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES.",4727,"46,914",46.914,61.17454545454545,63.839999999999996,2.665454545454544
3/3/2023,2023,3,Severe Storm,KY,Hardin County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
6/14/2023,2023,6,Severe Storm,MS,Jefferson Davis County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES.",4727,"46,914",46.914,61.17454545454545,63.839999999999996,2.665454545454544
6/14/2023,2023,6,Severe Storm,OK,Choctaw County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4721,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
3/3/2023,2023,3,Severe Storm,KY,Harrison County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
8/7/2023,2023,8,Severe Storm,TN,Coffee County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4742,"41,220",41.22,54.92,57.6,2.6799999999999997
2/21/2023,2023,2,Severe Storm,CA,Lake County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
1/12/2023,2023,1,Severe Storm,GA,Crisp County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4685,"57,919",57.919,60.94,63.93272727272726,2.992727272727265
3/3/2023,2023,3,Severe Storm,KY,Caldwell County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
3/1/2023,2023,3,Severe Storm,TN,Lake County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
2/21/2023,2023,2,Severe Storm,CA,Sonoma County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
6/29/2023,2023,6,Severe Storm,IL,McDonough County,SEVERE STORMS AND FLOODING,4728,"55,593",55.593,48.99818181818183,51.11272727272728,2.11454545454545
6/14/2023,2023,6,Severe Storm,MS,Yazoo County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES.",4727,"46,914",46.914,61.17454545454545,63.839999999999996,2.665454545454544
3/3/2023,2023,3,Severe Storm,KY,Gallatin County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
7/14/2023,2023,7,Severe Storm,KS,Pawnee County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4747,"81,823",81.823,51.81454545454545,53.261818181818185,1.4472727272727326
6/29/2023,2023,6,Severe Storm,IL,Hancock County,SEVERE STORMS AND FLOODING,4728,"55,593",55.593,48.99818181818183,51.11272727272728,2.11454545454545
12/9/2023,2023,12,Severe Storm,TN,Weakley County,SEVERE STORMS AND TORNADOES,4751,"41,220",41.22,54.92,57.6,2.6799999999999997
2/21/2023,2023,2,Severe Storm,CA,Inyo County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/3/2023,2023,3,Severe Storm,KY,Trimble County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
1/12/2023,2023,1,Severe Storm,AL,Sumter County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4684,"50,750",50.75,60.57636363636364,63.30727272727273,2.730909090909094
6/25/2023,2023,6,Severe Storm,TN,Tipton County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4729,"41,220",41.22,54.92,57.6,2.6799999999999997
7/18/2023,2023,7,Severe Storm,TN,Tipton County,SEVERE STORMS AND STRAIGHT-LINE WINDS,4735,"41,220",41.22,54.92,57.6,2.6799999999999997
3/31/2023,2023,3,Severe Storm,TN,Tipton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4701,"41,220",41.22,54.92,57.6,2.6799999999999997
3/1/2023,2023,3,Severe Storm,TN,Tipton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
3/1/2023,2023,3,Severe Storm,TN,Perry County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
6/14/2023,2023,6,Severe Storm,OK,Cotton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4721,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
3/31/2023,2023,3,Severe Storm,TN,Wayne County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4701,"41,220",41.22,54.92,57.6,2.6799999999999997
3/1/2023,2023,3,Severe Storm,TN,Wayne County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
7/29/2023,2023,7,Severe Storm,MO,Clark County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4741,"68,898",68.898,51.95636363636364,53.84363636363637,1.8872727272727303
6/14/2023,2023,6,Severe Storm,OK,Pawnee County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4721,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
3/3/2023,2023,3,Severe Storm,KY,Bourbon County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
3/3/2023,2023,3,Severe Storm,KY,Warren County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
3/1/2023,2023,3,Severe Storm,TN,Obion County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
6/14/2023,2023,6,Severe Storm,OK,Jefferson County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4721,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
6/14/2023,2023,6,Severe Storm,OK,Creek County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4721,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
3/3/2023,2023,3,Severe Storm,KY,Hancock County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
3/24/2023,2023,3,Severe Storm,AL,Macon County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4710,"50,750",50.75,60.57636363636364,63.30727272727273,2.730909090909094
6/14/2023,2023,6,Severe Storm,MS,Wayne County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES.",4727,"46,914",46.914,61.17454545454545,63.839999999999996,2.665454545454544
2/21/2023,2023,2,Severe Storm,CA,Trinity County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/31/2023,2023,3,Severe Storm,TN,Lewis County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4701,"41,220",41.22,54.92,57.6,2.6799999999999997
3/1/2023,2023,3,Severe Storm,TN,Lewis County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
7/14/2023,2023,7,Severe Storm,KS,Allen County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4747,"81,823",81.823,51.81454545454545,53.261818181818185,1.4472727272727326
6/14/2023,2023,6,Severe Storm,MS,Simpson County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES.",4727,"46,914",46.914,61.17454545454545,63.839999999999996,2.665454545454544
7/14/2023,2023,7,Severe Storm,KS,Wichita County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4747,"81,823",81.823,51.81454545454545,53.261818181818185,1.4472727272727326
3/3/2023,2023,3,Severe Storm,KY,Livingston County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
6/25/2023,2023,6,Severe Storm,AR,Poinsett County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4748,"52,075",52.075,58.06727272727274,59.8,1.73272727272726
2/21/2023,2023,2,Severe Storm,CA,Kern County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
7/29/2023,2023,7,Severe Storm,MO,Morgan County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4741,"68,898",68.898,51.95636363636364,53.84363636363637,1.8872727272727303
7/9/2023,2023,7,Severe Storm,NY,Ontario County,SEVERE STORMS AND FLOODING,4723,"47,224",47.224,42.02545454545455,44.98727272727273,2.961818181818181
3/3/2023,2023,3,Severe Storm,KY,Pulaski County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
3/3/2023,2023,3,Severe Storm,KY,Marion County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
3/3/2023,2023,3,Severe Storm,KY,Fayette County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
3/3/2023,2023,3,Severe Storm,KY,Whitley County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
3/1/2023,2023,3,Severe Storm,TN,Marion County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
6/14/2023,2023,6,Severe Storm,MS,Copiah County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES.",4727,"46,914",46.914,61.17454545454545,63.839999999999996,2.665454545454544
7/29/2023,2023,7,Severe Storm,MO,Vernon County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4741,"68,898",68.898,51.95636363636364,53.84363636363637,1.8872727272727303
6/14/2023,2023,6,Severe Storm,OK,Comanche County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4721,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
3/1/2023,2023,3,Severe Storm,TN,Moore County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
3/3/2023,2023,3,Severe Storm,KY,Ohio County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
3/1/2023,2023,3,Severe Storm,TN,Henderson County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
2/21/2023,2023,2,Severe Storm,CA,San Joaquin County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
7/29/2023,2023,7,Severe Storm,MO,Ozark County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4741,"68,898",68.898,51.95636363636364,53.84363636363637,1.8872727272727303
7/29/2023,2023,7,Severe Storm,MO,Bates County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4741,"68,898",68.898,51.95636363636364,53.84363636363637,1.8872727272727303
6/14/2023,2023,6,Severe Storm,OK,Tulsa County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4721,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
12/9/2023,2023,12,Severe Storm,TN,Cheatham County,SEVERE STORMS AND TORNADOES,4751,"41,220",41.22,54.92,57.6,2.6799999999999997
3/1/2023,2023,3,Severe Storm,TN,Cheatham County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
2/21/2023,2023,2,Severe Storm,CA,Ventura County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/24/2023,2023,3,Severe Storm,MS,Monroe County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4697,"46,914",46.914,61.17454545454545,63.839999999999996,2.665454545454544
3/24/2023,2023,3,Severe Storm,AL,Marion County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4710,"50,750",50.75,60.57636363636364,63.30727272727273,2.730909090909094
3/3/2023,2023,3,Severe Storm,KY,Washington County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
3/3/2023,2023,3,Severe Storm,KY,Christian County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
3/3/2023,2023,3,Severe Storm,KY,Nicholas County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
7/14/2023,2023,7,Severe Storm,KS,Clark County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4747,"81,823",81.823,51.81454545454545,53.261818181818185,1.4472727272727326
7/29/2023,2023,7,Severe Storm,MO,Greene County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4741,"68,898",68.898,51.95636363636364,53.84363636363637,1.8872727272727303
8/7/2023,2023,8,Severe Storm,TN,Bledsoe County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4742,"41,220",41.22,54.92,57.6,2.6799999999999997
3/1/2023,2023,3,Severe Storm,TN,Bledsoe County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
7/14/2023,2023,7,Severe Storm,KS,Rice County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4747,"81,823",81.823,51.81454545454545,53.261818181818185,1.4472727272727326
2/21/2023,2023,2,Severe Storm,CA,Solano County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/3/2023,2023,3,Severe Storm,KY,Crittenden County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
3/3/2023,2023,3,Severe Storm,KY,Carlisle County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
3/31/2023,2023,3,Severe Storm,IN,Clinton County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4704,"35,870",35.87,48.56181818181818,51.14181818181818,2.5799999999999983
2/21/2023,2023,2,Severe Storm,CA,Amador County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
3/1/2023,2023,3,Severe Storm,TN,Monroe County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
8/7/2023,2023,8,Severe Storm,TN,Rhea County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4742,"41,220",41.22,54.92,57.6,2.6799999999999997
3/1/2023,2023,3,Severe Storm,TN,Rhea County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
3/24/2023,2023,3,Severe Storm,AL,Morgan County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4710,"50,750",50.75,60.57636363636364,63.30727272727273,2.730909090909094
1/12/2023,2023,1,Severe Storm,AL,Morgan County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4684,"50,750",50.75,60.57636363636364,63.30727272727273,2.730909090909094
3/1/2023,2023,3,Severe Storm,TN,Fentress County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
2/21/2023,2023,2,Severe Storm,CA,Calaveras County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
6/14/2023,2023,6,Severe Storm,OK,Muskogee County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4721,"68,679",68.679,57.44181818181818,58.863636363636374,1.421818181818196
3/31/2023,2023,3,Severe Storm,IN,Brown County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4704,"35,870",35.87,48.56181818181818,51.14181818181818,2.5799999999999983
1/12/2023,2023,1,Severe Storm,AL,Conecuh County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4684,"50,750",50.75,60.57636363636364,63.30727272727273,2.730909090909094
3/3/2023,2023,3,Severe Storm,KY,Edmonson County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",4702,"39,732",39.732,52.57454545454546,55.369090909090914,2.7945454545454567
7/29/2023,2023,7,Severe Storm,MO,Camden County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4741,"68,898",68.898,51.95636363636364,53.84363636363637,1.8872727272727303
3/1/2023,2023,3,Severe Storm,TN,Carroll County,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",4712,"41,220",41.22,54.92,57.6,2.6799999999999997
7/29/2023,2023,7,Severe Storm,MO,Perry County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4741,"68,898",68.898,51.95636363636364,53.84363636363637,1.8872727272727303
7/9/2023,2023,7,Severe Storm,NY,Hamilton County,SEVERE STORMS AND FLOODING,4723,"47,224",47.224,42.02545454545455,44.98727272727273,2.961818181818181
2/21/2023,2023,2,Severe Storm,CA,Tulare County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
2/21/2023,2023,2,Severe Storm,CA,El Dorado County,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",4699,"155,973",155.973,55.77454545454545,57.85454545454545,2.0799999999999983
7/29/2023,2023,7,Severe Storm,MO,Ste. Genevieve County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4741,"68,898",68.898,51.95636363636364,53.84363636363637,1.8872727272727303
7/14/2023,2023,7,Severe Storm,KS,Finney County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4747,"81,823",81.823,51.81454545454545,53.261818181818185,1.4472727272727326
7/29/2023,2023,7,Severe Storm,MO,Madison County,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4741,"68,898",68.898,51.95636363636364,53.84363636363637,1.8872727272727303
